station	CO	country	area	long	lat
DE0568A	0.665	GERMANY	urban	11.51	48.18
DE0568A	0.702	GERMANY	urban	11.51	48.18
DE0568A	1.084	GERMANY	urban	11.51	48.18
DE0568A	0.705	GERMANY	urban	11.51	48.18
DE0568A	0.546	GERMANY	urban	11.51	48.18
DE0568A	0.827	GERMANY	urban	11.51	48.18
DE0568A	0.545	GERMANY	urban	11.51	48.18
DE0568A	0.535	GERMANY	urban	11.51	48.18
DE0568A	0.799	GERMANY	urban	11.51	48.18
DE0568A	0.535	GERMANY	urban	11.51	48.18
DE0570A	0.802	GERMANY	urban	8.45	49.47
DE0570A	1.13	GERMANY	urban	8.45	49.47
DE0570A	0.806	GERMANY	urban	8.45	49.47
DE0570A	0.69	GERMANY	urban	8.45	49.47
DE0570A	0.95	GERMANY	urban	8.45	49.47
DE0570A	0.689	GERMANY	urban	8.45	49.47
DE0571A	1.503	GERMANY	urban	8.26	50
DE0571A	2.173	GERMANY	urban	8.26	50
DE0571A	1.503	GERMANY	urban	8.26	50
DE0571A	1.21	GERMANY	urban	8.26	50
DE0571A	1.749	GERMANY	urban	8.26	50
DE0571A	1.21	GERMANY	urban	8.26	50
DE0571A	1.128	GERMANY	urban	8.26	50
DE0571A	1.649	GERMANY	urban	8.26	50
DE0571A	1.128	GERMANY	urban	8.26	50
DE0571A	0.983	GERMANY	urban	8.26	50
DE0571A	1.406	GERMANY	urban	8.26	50
DE0571A	0.983	GERMANY	urban	8.26	50
DE0571A	0.913	GERMANY	urban	8.26	50
DE0571A	1.312	GERMANY	urban	8.26	50
DE0571A	0.912	GERMANY	urban	8.26	50
DE0571A	0.798	GERMANY	urban	8.26	50
DE0571A	1.139	GERMANY	urban	8.26	50
DE0571A	0.798	GERMANY	urban	8.26	50
DE0571A	0.756	GERMANY	urban	8.26	50
DE0571A	1.058	GERMANY	urban	8.26	50
DE0571A	0.755	GERMANY	urban	8.26	50
DE0572A	1.768	GERMANY	urban	8.54	50.1
DE0572A	23.939	GERMANY	urban	8.54	50.1
DE0572A	17.655	GERMANY	urban	8.54	50.1
DE0572A	2.199	GERMANY	urban	8.54	50.1
DE0572A	3.175	GERMANY	urban	8.54	50.1
DE0572A	2.188	GERMANY	urban	8.54	50.1
DE0572A	0.61	GERMANY	urban	8.54	50.1
DE0572A	0.87	GERMANY	urban	8.54	50.1
DE0572A	0.611	GERMANY	urban	8.54	50.1
DE0572A	0.609	GERMANY	urban	8.54	50.1
DE0572A	0.862	GERMANY	urban	8.54	50.1
DE0572A	0.609	GERMANY	urban	8.54	50.1
DE0572A	0.479	GERMANY	urban	8.54	50.1
DE0572A	0.701	GERMANY	urban	8.54	50.1
DE0572A	0.479	GERMANY	urban	8.54	50.1
DE0572A	0.516	GERMANY	urban	8.54	50.1
DE0572A	0.716	GERMANY	urban	8.54	50.1
DE0572A	0.516	GERMANY	urban	8.54	50.1
DE0572A	0.543	GERMANY	urban	8.54	50.1
DE0572A	0.734	GERMANY	urban	8.54	50.1
DE0572A	0.543	GERMANY	urban	8.54	50.1
DE0572A	0.477	GERMANY	urban	8.54	50.1
DE0572A	0.642	GERMANY	urban	8.54	50.1
DE0572A	0.477	GERMANY	urban	8.54	50.1
DE0572A	0.445	GERMANY	urban	8.54	50.1
DE0572A	0.58	GERMANY	urban	8.54	50.1
DE0572A	0.445	GERMANY	urban	8.54	50.1
DE0573A	1.242	GERMANY	urban	8.67	50.58
DE0573A	16.625	GERMANY	urban	8.67	50.58
DE0573A	12.44	GERMANY	urban	8.67	50.58
DE0573A	1.874	GERMANY	urban	8.67	50.58
DE0573A	2.755	GERMANY	urban	8.67	50.58
DE0573A	1.871	GERMANY	urban	8.67	50.58
DE0573A	0.572	GERMANY	urban	8.67	50.58
DE0573A	0.847	GERMANY	urban	8.67	50.58
DE0573A	0.573	GERMANY	urban	8.67	50.58
DE0573A	0.568	GERMANY	urban	8.67	50.58
DE0573A	0.833	GERMANY	urban	8.67	50.58
DE0573A	0.567	GERMANY	urban	8.67	50.58
DE0573A	0.572	GERMANY	urban	8.67	50.58
DE0573A	0.821	GERMANY	urban	8.67	50.58
DE0573A	0.571	GERMANY	urban	8.67	50.58
DE0573A	0.488	GERMANY	urban	8.67	50.58
DE0573A	0.7	GERMANY	urban	8.67	50.58
DE0573A	0.488	GERMANY	urban	8.67	50.58
DE0573A	0.539	GERMANY	urban	8.67	50.58
DE0573A	0.733	GERMANY	urban	8.67	50.58
DE0573A	0.539	GERMANY	urban	8.67	50.58
DE0573A	0.567	GERMANY	urban	8.67	50.58
DE0573A	0.77	GERMANY	urban	8.67	50.58
DE0573A	0.564	GERMANY	urban	8.67	50.58
DE0574A	0.504	GERMANY	urban	9.48	51.34
DE0574A	0.776	GERMANY	urban	9.48	51.34
DE0574A	0.504	GERMANY	urban	9.48	51.34
DE0574A	0.479	GERMANY	urban	9.48	51.34
DE0574A	0.723	GERMANY	urban	9.48	51.34
DE0574A	0.479	GERMANY	urban	9.48	51.34
DE0574A	0.518	GERMANY	urban	9.48	51.34
DE0574A	0.78	GERMANY	urban	9.48	51.34
DE0574A	0.518	GERMANY	urban	9.48	51.34
DE0574A	0.458	GERMANY	urban	9.48	51.34
DE0574A	0.664	GERMANY	urban	9.48	51.34
DE0574A	0.458	GERMANY	urban	9.48	51.34
DE0574A	0.533	GERMANY	urban	9.48	51.34
DE0574A	0.752	GERMANY	urban	9.48	51.34
DE0574A	0.533	GERMANY	urban	9.48	51.34
DE0574A	0.447	GERMANY	urban	9.48	51.34
DE0574A	0.637	GERMANY	urban	9.48	51.34
DE0574A	0.448	GERMANY	urban	9.48	51.34
DE0574A	0.408	GERMANY	urban	9.48	51.34
DE0574A	0.579	GERMANY	urban	9.48	51.34
DE0574A	0.408	GERMANY	urban	9.48	51.34
DE0575A	1.246	GERMANY	urban	8.5	50.56
DE0575A	15.501	GERMANY	urban	8.5	50.56
DE0575A	12.598	GERMANY	urban	8.5	50.56
DE0575A	1.191	GERMANY	urban	8.5	50.56
DE0575A	1.412	GERMANY	urban	8.5	50.56
DE0575A	1.187	GERMANY	urban	8.5	50.56
DE0575A	0.594	GERMANY	urban	8.5	50.56
DE0575A	0.868	GERMANY	urban	8.5	50.56
DE0575A	0.596	GERMANY	urban	8.5	50.56
DE0575A	0.584	GERMANY	urban	8.5	50.56
DE0575A	0.848	GERMANY	urban	8.5	50.56
DE0575A	0.584	GERMANY	urban	8.5	50.56
DE0575A	0.489	GERMANY	urban	8.5	50.56
DE0575A	0.714	GERMANY	urban	8.5	50.56
DE0575A	0.489	GERMANY	urban	8.5	50.56
DE0575A	0.482	GERMANY	urban	8.5	50.56
DE0575A	0.665	GERMANY	urban	8.5	50.56
DE0575A	0.482	GERMANY	urban	8.5	50.56
DE0575A	0.567	GERMANY	urban	8.5	50.56
DE0575A	0.773	GERMANY	urban	8.5	50.56
DE0575A	0.567	GERMANY	urban	8.5	50.56
DE0575A	0.485	GERMANY	urban	8.5	50.56
DE0575A	0.664	GERMANY	urban	8.5	50.56
DE0575A	0.485	GERMANY	urban	8.5	50.56
DE0575A	0.452	GERMANY	urban	8.5	50.56
DE0575A	0.604	GERMANY	urban	8.5	50.56
DE0575A	0.452	GERMANY	urban	8.5	50.56
DE0580A	1.232	GERMANY	urban	6.74	51.52
DE0580A	17.02	GERMANY	urban	6.74	51.52
DE0580A	12.305	GERMANY	urban	6.74	51.52
DE0580A	1.452	GERMANY	urban	6.74	51.52
DE0580A	2.159	GERMANY	urban	6.74	51.52
DE0580A	1.453	GERMANY	urban	6.74	51.52
DE0580A	0.38	GERMANY	urban	6.74	51.52
DE0580A	0.575	GERMANY	urban	6.74	51.52
DE0580A	0.375	GERMANY	urban	6.74	51.52
DE0580A	0.485	GERMANY	urban	6.74	51.52
DE0580A	0.77	GERMANY	urban	6.74	51.52
DE0580A	0.485	GERMANY	urban	6.74	51.52
DE0580A	0.48	GERMANY	urban	6.74	51.52
DE0580A	0.745	GERMANY	urban	6.74	51.52
DE0580A	0.48	GERMANY	urban	6.74	51.52
DE0580A	0.444	GERMANY	urban	6.74	51.52
DE0580A	0.696	GERMANY	urban	6.74	51.52
DE0580A	0.444	GERMANY	urban	6.74	51.52
DE0580A	0.464	GERMANY	urban	6.74	51.52
DE0580A	0.747	GERMANY	urban	6.74	51.52
DE0580A	0.468	GERMANY	urban	6.74	51.52
DE0580A	0.46	GERMANY	urban	6.74	51.52
DE0580A	0.737	GERMANY	urban	6.74	51.52
DE0580A	0.46	GERMANY	urban	6.74	51.52
DE0580A	0.402	GERMANY	urban	6.74	51.52
DE0580A	0.626	GERMANY	urban	6.74	51.52
DE0580A	0.402	GERMANY	urban	6.74	51.52
DE0583A	0.444	GERMANY	urban	6.86	51.45
DE0583A	0.653	GERMANY	urban	6.86	51.45
DE0583A	0.445	GERMANY	urban	6.86	51.45
DE0583A	0.331	GERMANY	urban	6.86	51.45
DE0583A	0.497	GERMANY	urban	6.86	51.45
DE0583A	0.329	GERMANY	urban	6.86	51.45
DE0590A	0.584	GERMANY	urban	7.83	48
DE0590A	0.998	GERMANY	urban	7.83	48
DE0590A	0.591	GERMANY	urban	7.83	48
DE0590A	0.47	GERMANY	urban	7.83	48
DE0590A	0.844	GERMANY	urban	7.83	48
DE0590A	0.472	GERMANY	urban	7.83	48
DE0590A	0.266	GERMANY	urban	7.83	48
DE0590A	0.406	GERMANY	urban	7.83	48
DE0590A	0.266	GERMANY	urban	7.83	48
DE0590A	0.229	GERMANY	urban	7.83	48
DE0590A	0.349	GERMANY	urban	7.83	48
DE0590A	0.229	GERMANY	urban	7.83	48
DE0590A	0.25	GERMANY	urban	7.83	48
DE0590A	0.382	GERMANY	urban	7.83	48
DE0590A	0.25	GERMANY	urban	7.83	48
DE0590A	0.266	GERMANY	urban	7.83	48
DE0590A	0.393	GERMANY	urban	7.83	48
DE0590A	0.267	GERMANY	urban	7.83	48
DE0590A	0.269	GERMANY	urban	7.83	48
DE0590A	0.417	GERMANY	urban	7.83	48
DE0590A	0.269	GERMANY	urban	7.83	48
DE0590A	0.28	GERMANY	urban	7.83	48
DE0590A	0.432	GERMANY	urban	7.83	48
DE0590A	0.282	GERMANY	urban	7.83	48
DE0590A	0.225	GERMANY	urban	7.83	48
DE0590A	0.342	GERMANY	urban	7.83	48
DE0590A	0.225	GERMANY	urban	7.83	48
DE0594A	0.481	GERMANY	urban	12.16	49.68
DE0594A	0.724	GERMANY	urban	12.16	49.68
DE0594A	0.481	GERMANY	urban	12.16	49.68
DE0594A	0.263	GERMANY	urban	12.16	49.68
DE0594A	0.424	GERMANY	urban	12.16	49.68
DE0594A	0.263	GERMANY	urban	12.16	49.68
DE0594A	0.347	GERMANY	urban	12.16	49.68
DE0594A	0.541	GERMANY	urban	12.16	49.68
DE0594A	0.347	GERMANY	urban	12.16	49.68
DE0594A	0.386	GERMANY	urban	12.16	49.68
DE0594A	0.578	GERMANY	urban	12.16	49.68
DE0594A	0.386	GERMANY	urban	12.16	49.68
DE0594A	0.349	GERMANY	urban	12.16	49.68
DE0594A	0.537	GERMANY	urban	12.16	49.68
DE0594A	0.35	GERMANY	urban	12.16	49.68
DE0594A	0.315	GERMANY	urban	12.16	49.68
DE0594A	0.477	GERMANY	urban	12.16	49.68
DE0594A	0.315	GERMANY	urban	12.16	49.68
DE0594A	0.402	GERMANY	urban	12.16	49.68
DE0594A	0.545	GERMANY	urban	12.16	49.68
DE0594A	0.402	GERMANY	urban	12.16	49.68
DE0595A	0.382	GERMANY	urban	12.12	49.32
DE0595A	0.549	GERMANY	urban	12.12	49.32
DE0595A	0.382	GERMANY	urban	12.12	49.32
DE0595A	0.373	GERMANY	urban	12.12	49.32
DE0595A	0.542	GERMANY	urban	12.12	49.32
DE0595A	0.373	GERMANY	urban	12.12	49.32
DE0595A	0.324	GERMANY	urban	12.12	49.32
DE0595A	0.465	GERMANY	urban	12.12	49.32
DE0595A	0.324	GERMANY	urban	12.12	49.32
DE0595A	0.343	GERMANY	urban	12.12	49.32
DE0595A	0.508	GERMANY	urban	12.12	49.32
DE0595A	0.343	GERMANY	urban	12.12	49.32
DE0595A	0.292	GERMANY	urban	12.12	49.32
DE0595A	0.42	GERMANY	urban	12.12	49.32
DE0595A	0.292	GERMANY	urban	12.12	49.32
DE0595A	0.302	GERMANY	urban	12.12	49.32
DE0595A	0.407	GERMANY	urban	12.12	49.32
DE0595A	0.303	GERMANY	urban	12.12	49.32
DE0621A	0.546	GERMANY	urban	9.23	48.8
DE0621A	0.343	GERMANY	urban	9.23	48.8
DE0621A	0.39	GERMANY	urban	9.23	48.8
DE0621A	0.597	GERMANY	urban	9.23	48.8
DE0621A	0.389	GERMANY	urban	9.23	48.8
DE0621A	1.002	GERMANY	urban	9.23	48.8
DE0621A	1.54	GERMANY	urban	9.23	48.8
DE0621A	0.993	GERMANY	urban	9.23	48.8
DE0621A	1.04	GERMANY	urban	9.23	48.8
DE0621A	1.72	GERMANY	urban	9.23	48.8
DE0621A	1.037	GERMANY	urban	9.23	48.8
DE0621A	0.413	GERMANY	urban	9.23	48.8
DE0621A	0.635	GERMANY	urban	9.23	48.8
DE0621A	0.414	GERMANY	urban	9.23	48.8
DE0621A	0.347	GERMANY	urban	9.23	48.8
DE0621A	0.538	GERMANY	urban	9.23	48.8
DE0621A	0.347	GERMANY	urban	9.23	48.8
DE0621A	0.314	GERMANY	urban	9.23	48.8
DE0621A	0.485	GERMANY	urban	9.23	48.8
DE0621A	0.314	GERMANY	urban	9.23	48.8
DE0621A	0.291	GERMANY	urban	9.23	48.8
DE0621A	0.438	GERMANY	urban	9.23	48.8
DE0621A	0.291	GERMANY	urban	9.23	48.8
DE0621A	0.387	GERMANY	urban	9.23	48.8
DE0621A	0.603	GERMANY	urban	9.23	48.8
DE0621A	0.387	GERMANY	urban	9.23	48.8
DE0621A	0.342	GERMANY	urban	9.23	48.8
DE0623A	0.871	GERMANY	urban	9.16	48.77
DE0623A	0.514	GERMANY	urban	9.16	48.77
DE0623A	1.057	GERMANY	urban	9.16	48.77
DE0623A	1.777	GERMANY	urban	9.16	48.77
DE0623A	1.053	GERMANY	urban	9.16	48.77
DE0623A	0.5	GERMANY	urban	9.16	48.77
DE0623A	0.803	GERMANY	urban	9.16	48.77
DE0623A	0.499	GERMANY	urban	9.16	48.77
DE0623A	0.514	GERMANY	urban	9.16	48.77
DE0624A	0.635	GERMANY	urban	9.17	48.82
DE0624A	1.033	GERMANY	urban	9.17	48.82
DE0624A	0.634	GERMANY	urban	9.17	48.82
DE0624A	0.548	GERMANY	urban	9.17	48.82
DE0624A	0.913	GERMANY	urban	9.17	48.82
DE0624A	0.547	GERMANY	urban	9.17	48.82
DE0624A	0.529	GERMANY	urban	9.17	48.82
DE0624A	0.839	GERMANY	urban	9.17	48.82
DE0624A	0.527	GERMANY	urban	9.17	48.82
DE0624A	0.498	GERMANY	urban	9.17	48.82
DE0624A	0.797	GERMANY	urban	9.17	48.82
DE0624A	0.497	GERMANY	urban	9.17	48.82
DE0624A	0.544	GERMANY	urban	9.17	48.82
DE0624A	0.86	GERMANY	urban	9.17	48.82
DE0624A	0.542	GERMANY	urban	9.17	48.82
DE0624A	0.41	GERMANY	urban	9.17	48.82
DE0624A	0.659	GERMANY	urban	9.17	48.82
DE0624A	0.411	GERMANY	urban	9.17	48.82
DE0624A	0.38	GERMANY	urban	9.17	48.82
DE0624A	0.619	GERMANY	urban	9.17	48.82
DE0624A	0.38	GERMANY	urban	9.17	48.82
DE0627A	0.467	GERMANY	urban	6.97	51.52
DE0627A	0.695	GERMANY	urban	6.97	51.52
DE0627A	0.467	GERMANY	urban	6.97	51.52
DE0627A	0.359	GERMANY	urban	6.97	51.52
DE0627A	0.562	GERMANY	urban	6.97	51.52
DE0627A	0.359	GERMANY	urban	6.97	51.52
DE0627A	0.36	GERMANY	urban	6.97	51.52
DE0627A	0.546	GERMANY	urban	6.97	51.52
DE0627A	0.361	GERMANY	urban	6.97	51.52
DE0627A	0.376	GERMANY	urban	6.97	51.52
DE0627A	0.589	GERMANY	urban	6.97	51.52
DE0627A	0.372	GERMANY	urban	6.97	51.52
DE0632A	1.03	GERMANY	urban	6.96	51.45
DE0632A	15.681	GERMANY	urban	6.96	51.45
DE0632A	10.27	GERMANY	urban	6.96	51.45
DE0632A	1.383	GERMANY	urban	6.96	51.45
DE0632A	2.194	GERMANY	urban	6.96	51.45
DE0632A	1.385	GERMANY	urban	6.96	51.45
DE0636A	1.46	GERMANY	urban	8.24	50.08
DE0636A	20.356	GERMANY	urban	8.24	50.08
DE0636A	14.575	GERMANY	urban	8.24	50.08
DE0636A	1.747	GERMANY	urban	8.24	50.08
DE0636A	2.433	GERMANY	urban	8.24	50.08
DE0636A	1.742	GERMANY	urban	8.24	50.08
DE0637A	0.568	GERMANY	urban	9.33	48.72
DE0637A	0.869	GERMANY	urban	9.33	48.72
DE0637A	0.569	GERMANY	urban	9.33	48.72
DE0637A	0.503	GERMANY	urban	9.33	48.72
DE0637A	0.754	GERMANY	urban	9.33	48.72
DE0637A	0.502	GERMANY	urban	9.33	48.72
DE0637A	0.465	GERMANY	urban	9.33	48.72
DE0637A	0.696	GERMANY	urban	9.33	48.72
DE0637A	0.465	GERMANY	urban	9.33	48.72
DE0637A	0.431	GERMANY	urban	9.33	48.72
DE0637A	0.661	GERMANY	urban	9.33	48.72
DE0637A	0.431	GERMANY	urban	9.33	48.72
DE0637A	0.435	GERMANY	urban	9.33	48.72
DE0637A	0.655	GERMANY	urban	9.33	48.72
DE0637A	0.435	GERMANY	urban	9.33	48.72
DE0638A	0.388	GERMANY	urban	9.67	48.7
DE0638A	0.6	GERMANY	urban	9.67	48.7
DE0638A	0.387	GERMANY	urban	9.67	48.7
DE0638A	0.351	GERMANY	urban	9.67	48.7
DE0638A	0.528	GERMANY	urban	9.67	48.7
DE0638A	0.35	GERMANY	urban	9.67	48.7
DE0638A	0.329	GERMANY	urban	9.67	48.7
DE0638A	0.488	GERMANY	urban	9.67	48.7
DE0638A	0.329	GERMANY	urban	9.67	48.7
DE0638A	0.321	GERMANY	urban	9.67	48.7
DE0638A	0.482	GERMANY	urban	9.67	48.7
DE0638A	0.321	GERMANY	urban	9.67	48.7
DE0638A	0.336	GERMANY	urban	9.67	48.7
DE0638A	0.517	GERMANY	urban	9.67	48.7
DE0638A	0.335	GERMANY	urban	9.67	48.7
DE0641A	0.313	GERMANY	urban	9.2	48.48
DE0641A	0.426	GERMANY	urban	9.2	48.48
DE0641A	0.642	GERMANY	urban	9.2	48.48
DE0641A	0.426	GERMANY	urban	9.2	48.48
DE0641A	0.37	GERMANY	urban	9.2	48.48
DE0641A	0.546	GERMANY	urban	9.2	48.48
DE0641A	0.371	GERMANY	urban	9.2	48.48
DE0641A	0.351	GERMANY	urban	9.2	48.48
DE0641A	0.513	GERMANY	urban	9.2	48.48
DE0641A	0.352	GERMANY	urban	9.2	48.48
DE0641A	0.358	GERMANY	urban	9.2	48.48
DE0641A	0.533	GERMANY	urban	9.2	48.48
DE0641A	0.36	GERMANY	urban	9.2	48.48
DE0641A	0.352	GERMANY	urban	9.2	48.48
DE0641A	0.524	GERMANY	urban	9.2	48.48
DE0641A	0.352	GERMANY	urban	9.2	48.48
DE0641A	0.346	GERMANY	urban	9.2	48.48
DE0641A	0.528	GERMANY	urban	9.2	48.48
DE0641A	0.345	GERMANY	urban	9.2	48.48
DE0641A	0.312	GERMANY	urban	9.2	48.48
DE0641A	0.461	GERMANY	urban	9.2	48.48
DE0652A	0.616	GERMANY	urban	6.98	49.23
DE0652A	0.928	GERMANY	urban	6.98	49.23
DE0652A	0.616	GERMANY	urban	6.98	49.23
DE0652A	0.634	GERMANY	urban	6.98	49.23
DE0652A	0.885	GERMANY	urban	6.98	49.23
DE0652A	0.633	GERMANY	urban	6.98	49.23
DE0652A	0.584	GERMANY	urban	6.98	49.23
DE0652A	0.768	GERMANY	urban	6.98	49.23
DE0652A	0.582	GERMANY	urban	6.98	49.23
DE0652A	0.472	GERMANY	urban	6.98	49.23
DE0652A	0.658	GERMANY	urban	6.98	49.23
DE0652A	0.471	GERMANY	urban	6.98	49.23
DE0652A	0.432	GERMANY	urban	6.98	49.23
DE0652A	0.632	GERMANY	urban	6.98	49.23
DE0652A	0.432	GERMANY	urban	6.98	49.23
DE0652A	0.419	GERMANY	urban	6.98	49.23
DE0652A	0.596	GERMANY	urban	6.98	49.23
DE0652A	0.416	GERMANY	urban	6.98	49.23
DE0652A	0.48	GERMANY	urban	6.98	49.23
DE0652A	0.657	GERMANY	urban	6.98	49.23
DE0652A	0.48	GERMANY	urban	6.98	49.23
DE0653A	0.54	GERMANY	urban	6.94	49.24
DE0653A	0.833	GERMANY	urban	6.94	49.24
DE0653A	0.539	GERMANY	urban	6.94	49.24
DE0653A	0.495	GERMANY	urban	6.94	49.24
DE0653A	0.777	GERMANY	urban	6.94	49.24
DE0653A	0.494	GERMANY	urban	6.94	49.24
DE0653A	0.495	GERMANY	urban	6.94	49.24
DE0653A	0.774	GERMANY	urban	6.94	49.24
DE0653A	0.496	GERMANY	urban	6.94	49.24
DE0653A	0.495	GERMANY	urban	6.94	49.24
DE0653A	0.745	GERMANY	urban	6.94	49.24
DE0653A	0.494	GERMANY	urban	6.94	49.24
DE0653A	0.508	GERMANY	urban	6.94	49.24
DE0653A	0.753	GERMANY	urban	6.94	49.24
DE0653A	0.507	GERMANY	urban	6.94	49.24
DE0653A	0.586	GERMANY	urban	6.94	49.24
DE0653A	0.863	GERMANY	urban	6.94	49.24
DE0653A	0.586	GERMANY	urban	6.94	49.24
DE0653A	0.53	GERMANY	urban	6.94	49.24
DE0653A	0.758	GERMANY	urban	6.94	49.24
DE0653A	0.531	GERMANY	urban	6.94	49.24
DE0655A	0.504	GERMANY	urban	6.73	49.35
DE0655A	0.784	GERMANY	urban	6.73	49.35
DE0655A	0.503	GERMANY	urban	6.73	49.35
DE0655A	0.447	GERMANY	urban	6.73	49.35
DE0655A	0.678	GERMANY	urban	6.73	49.35
DE0655A	0.445	GERMANY	urban	6.73	49.35
DE0655A	1.201	GERMANY	urban	6.73	49.35
DE0655A	1.647	GERMANY	urban	6.73	49.35
DE0655A	1.246	GERMANY	urban	6.73	49.35
DE0655A	1.781	GERMANY	urban	6.73	49.35
DE0655A	2.296	GERMANY	urban	6.73	49.35
DE0655A	1.772	GERMANY	urban	6.73	49.35
DE0655A	0.41	GERMANY	urban	6.73	49.35
DE0655A	0.609	GERMANY	urban	6.73	49.35
DE0655A	0.41	GERMANY	urban	6.73	49.35
DE0655A	0.473	GERMANY	urban	6.73	49.35
DE0655A	0.678	GERMANY	urban	6.73	49.35
DE0655A	0.472	GERMANY	urban	6.73	49.35
DE0655A	0.499	GERMANY	urban	6.73	49.35
DE0655A	0.655	GERMANY	urban	6.73	49.35
DE0655A	0.499	GERMANY	urban	6.73	49.35
DE0655A	0.521	GERMANY	urban	6.73	49.35
DE0655A	0.759	GERMANY	urban	6.73	49.35
DE0655A	0.522	GERMANY	urban	6.73	49.35
DE0655A	0.473	GERMANY	urban	6.73	49.35
DE0655A	0.727	GERMANY	urban	6.73	49.35
DE0655A	0.474	GERMANY	urban	6.73	49.35
DE0663A	0.333	GERMANY	urban	10.24	52.32
DE0663A	6.417	GERMANY	urban	10.24	52.32
DE0663A	3.365	GERMANY	urban	10.24	52.32
DE0663A	0.334	GERMANY	urban	10.24	52.32
DE0663A	0.704	GERMANY	urban	10.24	52.32
DE0663A	0.342	GERMANY	urban	10.24	52.32
DE0671A	0.396	GERMANY	urban	6.64	51.33
DE0671A	0.553	GERMANY	urban	6.64	51.33
DE0671A	0.397	GERMANY	urban	6.64	51.33
DE0671A	0.301	GERMANY	urban	6.64	51.33
DE0671A	0.424	GERMANY	urban	6.64	51.33
DE0671A	0.3	GERMANY	urban	6.64	51.33
DE0671A	0.311	GERMANY	urban	6.64	51.33
DE0671A	0.439	GERMANY	urban	6.64	51.33
DE0671A	0.312	GERMANY	urban	6.64	51.33
DE0671A	0.281	GERMANY	urban	6.64	51.33
DE0671A	0.372	GERMANY	urban	6.64	51.33
DE0671A	0.281	GERMANY	urban	6.64	51.33
DE0683A	0.611	GERMANY	urban	8.67	49.42
DE0683A	0.899	GERMANY	urban	8.67	49.42
DE0683A	1.5	GERMANY	urban	8.67	49.42
DE0683A	0.893	GERMANY	urban	8.67	49.42
DE0683A	0.469	GERMANY	urban	8.67	49.42
DE0683A	0.707	GERMANY	urban	8.67	49.42
DE0683A	0.469	GERMANY	urban	8.67	49.42
DE0683A	0.393	GERMANY	urban	8.67	49.42
DE0683A	0.58	GERMANY	urban	8.67	49.42
DE0683A	0.393	GERMANY	urban	8.67	49.42
DE0683A	0.394	GERMANY	urban	8.67	49.42
DE0683A	0.593	GERMANY	urban	8.67	49.42
DE0683A	0.393	GERMANY	urban	8.67	49.42
DE0683A	0.329	GERMANY	urban	8.67	49.42
DE0683A	0.501	GERMANY	urban	8.67	49.42
DE0683A	0.328	GERMANY	urban	8.67	49.42
DE0683A	0.31	GERMANY	urban	8.67	49.42
DE0683A	0.468	GERMANY	urban	8.67	49.42
DE0683A	0.612	GERMANY	urban	8.67	49.42
DE0683A	1.087	GERMANY	urban	8.67	49.42
DE0683A	0.311	GERMANY	urban	8.67	49.42
DE0683A	0.33	GERMANY	urban	8.67	49.42
DE0683A	0.52	GERMANY	urban	8.67	49.42
DE0683A	0.33	GERMANY	urban	8.67	49.42
DE0683A	0.311	GERMANY	urban	8.67	49.42
DE0683A	0.483	GERMANY	urban	8.67	49.42
DE0683A	0.312	GERMANY	urban	8.67	49.42
DE0694A	0.952	GERMANY	urban	9.96	53.56
DE0694A	13.05	GERMANY	urban	9.96	53.56
DE0694A	9.498	GERMANY	urban	9.96	53.56
DE0694A	0.851	GERMANY	urban	9.96	53.56
DE0694A	1.244	GERMANY	urban	9.96	53.56
DE0694A	0.852	GERMANY	urban	9.96	53.56
DE0694A	0.4	GERMANY	urban	9.96	53.56
DE0694A	0.528	GERMANY	urban	9.96	53.56
DE0694A	0.399	GERMANY	urban	9.96	53.56
DE0694A	0.441	GERMANY	urban	9.96	53.56
DE0694A	0.564	GERMANY	urban	9.96	53.56
DE0694A	0.44	GERMANY	urban	9.96	53.56
DE0694A	0.451	GERMANY	urban	9.96	53.56
DE0694A	0.573	GERMANY	urban	9.96	53.56
DE0694A	0.451	GERMANY	urban	9.96	53.56
DE0694A	0.416	GERMANY	urban	9.96	53.56
DE0694A	0.534	GERMANY	urban	9.96	53.56
DE0694A	0.417	GERMANY	urban	9.96	53.56
DE0694A	0.415	GERMANY	urban	9.96	53.56
DE0694A	0.534	GERMANY	urban	9.96	53.56
DE0694A	0.414	GERMANY	urban	9.96	53.56
DE0694A	0.322	GERMANY	urban	9.96	53.56
DE0694A	0.424	GERMANY	urban	9.96	53.56
DE0694A	0.322	GERMANY	urban	9.96	53.56
DE0694A	0.301	GERMANY	urban	9.96	53.56
DE0694A	0.383	GERMANY	urban	9.96	53.56
DE0694A	0.301	GERMANY	urban	9.96	53.56
DE0697A	0.63	GERMANY	urban	9.96	53.6
DE0697A	0.835	GERMANY	urban	9.96	53.6
DE0697A	0.635	GERMANY	urban	9.96	53.6
DE0705A	0.436	GERMANY	urban	10.02	53.52
DE0705A	0.584	GERMANY	urban	10.02	53.52
DE0705A	0.436	GERMANY	urban	10.02	53.52
DE0705A	0.504	GERMANY	urban	10.02	53.52
DE0705A	0.675	GERMANY	urban	10.02	53.52
DE0705A	0.503	GERMANY	urban	10.02	53.52
DE0705A	0.53	GERMANY	urban	10.02	53.52
DE0705A	0.714	GERMANY	urban	10.02	53.52
DE0705A	0.529	GERMANY	urban	10.02	53.52
DE0705A	0.5	GERMANY	urban	10.02	53.52
