station	CO	country	area	long	lat
BE0185A	0.739	BELGIUM	suburban	4.38	50.88
BE0185A	1.11	BELGIUM	suburban	4.38	50.88
BE0185A	0.744	BELGIUM	suburban	4.38	50.88
BE0185A	0.499	BELGIUM	suburban	4.38	50.88
BE0185A	0.705	BELGIUM	suburban	4.38	50.88
BE0185A	0.499	BELGIUM	suburban	4.38	50.88
BE0185A	0.444	BELGIUM	suburban	4.38	50.88
BE0185A	0.618	BELGIUM	suburban	4.38	50.88
BE0185A	0.443	BELGIUM	suburban	4.38	50.88
BE0185A	0.466	BELGIUM	suburban	4.38	50.88
BE0185A	0.654	BELGIUM	suburban	4.38	50.88
BE0185A	0.466	BELGIUM	suburban	4.38	50.88
BE0185A	0.489	BELGIUM	suburban	4.38	50.88
BE0185A	0.663	BELGIUM	suburban	4.38	50.88
BE0185A	0.489	BELGIUM	suburban	4.38	50.88
BE0185A	0.458	BELGIUM	suburban	4.38	50.88
BE0185A	0.632	BELGIUM	suburban	4.38	50.88
BE0185A	0.458	BELGIUM	suburban	4.38	50.88
BE0185A	0.442	BELGIUM	suburban	4.38	50.88
BE0185A	0.631	BELGIUM	suburban	4.38	50.88
BE0185A	0.442	BELGIUM	suburban	4.38	50.88
BE0185A	0.404	BELGIUM	suburban	4.38	50.88
BE0185A	0.585	BELGIUM	suburban	4.38	50.88
BE0185A	0.404	BELGIUM	suburban	4.38	50.88
BE0189A	0.425	BELGIUM	suburban	4.43	50.94
BE0189A	0.575	BELGIUM	suburban	4.43	50.94
BE0189A	0.424	BELGIUM	suburban	4.43	50.94
BE0189A	0.451	BELGIUM	suburban	4.43	50.94
BE0189A	0.615	BELGIUM	suburban	4.43	50.94
BE0189A	0.449	BELGIUM	suburban	4.43	50.94
BE0189A	0.387	BELGIUM	suburban	4.43	50.94
BE0189A	0.515	BELGIUM	suburban	4.43	50.94
BE0189A	0.385	BELGIUM	suburban	4.43	50.94
BE0189A	0.344	BELGIUM	suburban	4.43	50.94
BE0189A	0.449	BELGIUM	suburban	4.43	50.94
BE0189A	0.344	BELGIUM	suburban	4.43	50.94
BE0203A	0.411	BELGIUM	suburban	3.82	51.19
BE0203A	0.597	BELGIUM	suburban	3.82	51.19
BE0203A	0.41	BELGIUM	suburban	3.82	51.19
BE0203A	0.458	BELGIUM	suburban	3.82	51.19
BE0203A	0.663	BELGIUM	suburban	3.82	51.19
BE0203A	0.458	BELGIUM	suburban	3.82	51.19
BE0203A	0.425	BELGIUM	suburban	3.82	51.19
BE0203A	0.625	BELGIUM	suburban	3.82	51.19
BE0203A	0.424	BELGIUM	suburban	3.82	51.19
BE0203A	0.384	BELGIUM	suburban	3.82	51.19
BE0203A	0.572	BELGIUM	suburban	3.82	51.19
BE0203A	0.384	BELGIUM	suburban	3.82	51.19
BE0292A	1.374	BELGIUM	suburban	4.37	50.82
BE0292A	2.058	BELGIUM	suburban	4.37	50.82
BE0292A	1.398	BELGIUM	suburban	4.37	50.82
BE0292A	1.333	BELGIUM	suburban	4.37	50.82
BE0292A	2.06	BELGIUM	suburban	4.37	50.82
BE0292A	1.329	BELGIUM	suburban	4.37	50.82
BE0292A	1.189	BELGIUM	suburban	4.37	50.82
BE0292A	1.804	BELGIUM	suburban	4.37	50.82
BE0292A	1.189	BELGIUM	suburban	4.37	50.82
BE0292A	1.145	BELGIUM	suburban	4.37	50.82
BE0292A	1.707	BELGIUM	suburban	4.37	50.82
BE0292A	1.149	BELGIUM	suburban	4.37	50.82
BE0292A	0.835	BELGIUM	suburban	4.37	50.82
BE0292A	1.192	BELGIUM	suburban	4.37	50.82
BE0292A	0.84	BELGIUM	suburban	4.37	50.82
BE0292A	0.759	BELGIUM	suburban	4.37	50.82
BE0292A	1.067	BELGIUM	suburban	4.37	50.82
BE0292A	0.76	BELGIUM	suburban	4.37	50.82
BE0292A	0.849	BELGIUM	suburban	4.37	50.82
BE0292A	1.195	BELGIUM	suburban	4.37	50.82
BE0292A	0.846	BELGIUM	suburban	4.37	50.82
BE0292A	0.67	BELGIUM	suburban	4.37	50.82
BE0292A	0.941	BELGIUM	suburban	4.37	50.82
BE0292A	0.669	BELGIUM	suburban	4.37	50.82
BE0292A	0.657	BELGIUM	suburban	4.37	50.82
BE0292A	0.917	BELGIUM	suburban	4.37	50.82
BE0292A	0.658	BELGIUM	suburban	4.37	50.82
BE0292A	0.593	BELGIUM	suburban	4.37	50.82
BE0292A	0.806	BELGIUM	suburban	4.37	50.82
BE0292A	0.594	BELGIUM	suburban	4.37	50.82
BE0292A	0.514	BELGIUM	suburban	4.37	50.82
BE0292A	0.694	BELGIUM	suburban	4.37	50.82
BE0292A	0.513	BELGIUM	suburban	4.37	50.82
BE0296A	0.342	BELGIUM	suburban	5.36	50.94
BE0296A	0.346	BELGIUM	suburban	5.36	50.94
BE0296A	0.448	BELGIUM	suburban	5.36	50.94
BE0296A	0.346	BELGIUM	suburban	5.36	50.94
BE0296A	0.303	BELGIUM	suburban	5.36	50.94
BE0296A	0.401	BELGIUM	suburban	5.36	50.94
BE0296A	0.302	BELGIUM	suburban	5.36	50.94
BE0296A	0.283	BELGIUM	suburban	5.36	50.94
BE0296A	0.372	BELGIUM	suburban	5.36	50.94
BE0296A	0.284	BELGIUM	suburban	5.36	50.94
BE0296A	0.342	BELGIUM	suburban	5.36	50.94
BE0296A	0.448	BELGIUM	suburban	5.36	50.94
BE0372A	0.6	BELGIUM	suburban	4.42	50.85
BE0372A	0.918	BELGIUM	suburban	4.42	50.85
BE0372A	0.605	BELGIUM	suburban	4.42	50.85
BE0372A	0.636	BELGIUM	suburban	4.42	50.85
BE0372A	0.931	BELGIUM	suburban	4.42	50.85
BE0372A	0.634	BELGIUM	suburban	4.42	50.85
BE0372A	0.546	BELGIUM	suburban	4.42	50.85
BE0372A	0.805	BELGIUM	suburban	4.42	50.85
BE0372A	0.544	BELGIUM	suburban	4.42	50.85
BE0372A	0.547	BELGIUM	suburban	4.42	50.85
BE0372A	0.74	BELGIUM	suburban	4.42	50.85
BE0372A	0.546	BELGIUM	suburban	4.42	50.85
BE0372A	0.432	BELGIUM	suburban	4.42	50.85
BE0372A	0.572	BELGIUM	suburban	4.42	50.85
BE0372A	0.434	BELGIUM	suburban	4.42	50.85
BE0372A	0.353	BELGIUM	suburban	4.42	50.85
BE0372A	0.494	BELGIUM	suburban	4.42	50.85
BE0372A	0.355	BELGIUM	suburban	4.42	50.85
BE0372A	0.363	BELGIUM	suburban	4.42	50.85
BE0372A	0.5	BELGIUM	suburban	4.42	50.85
BE0372A	0.359	BELGIUM	suburban	4.42	50.85
BE0372A	0.412	BELGIUM	suburban	4.42	50.85
BE0372A	0.564	BELGIUM	suburban	4.42	50.85
BE0372A	0.412	BELGIUM	suburban	4.42	50.85
BE0372A	0.387	BELGIUM	suburban	4.42	50.85
BE0372A	0.515	BELGIUM	suburban	4.42	50.85
BE0372A	0.386	BELGIUM	suburban	4.42	50.85
BE0372A	0.37	BELGIUM	suburban	4.42	50.85
BE0372A	0.513	BELGIUM	suburban	4.42	50.85
BE0372A	0.37	BELGIUM	suburban	4.42	50.85
BE0394A	0.354	BELGIUM	suburban	4.31	50.82
BE0394A	0.242	BELGIUM	suburban	4.31	50.82
BE0394A	0.242	BELGIUM	suburban	4.31	50.82
BE0404A	0.449	BELGIUM	suburban	4.47	51
BE0404A	0.607	BELGIUM	suburban	4.47	51
BE0404A	0.448	BELGIUM	suburban	4.47	51
BE0404A	0.385	BELGIUM	suburban	4.47	51
BE0404A	0.503	BELGIUM	suburban	4.47	51
BE0404A	0.383	BELGIUM	suburban	4.47	51
BE0404A	0.328	BELGIUM	suburban	4.47	51
BE0404A	0.421	BELGIUM	suburban	4.47	51
BE0404A	0.328	BELGIUM	suburban	4.47	51
BE0404A	0.328	BELGIUM	suburban	4.47	51
BE0404A	0.424	BELGIUM	suburban	4.47	51
BE0404A	0.326	BELGIUM	suburban	4.47	51
BE0460A	0.343	BELGIUM	suburban	5.57	50.61
BE0460A	0.487	BELGIUM	suburban	5.57	50.61
BE0460A	0.344	BELGIUM	suburban	5.57	50.61
BE0184A	0.238	BELGIUM	urban	4.33	50.85
BE0184A	0.39	BELGIUM	urban	4.33	50.85
BE0184A	0.237	BELGIUM	urban	4.33	50.85
BE0184A	0.51	BELGIUM	urban	4.33	50.85
BE0184A	0.711	BELGIUM	urban	4.33	50.85
BE0184A	0.509	BELGIUM	urban	4.33	50.85
BE0184A	0.498	BELGIUM	urban	4.33	50.85
BE0184A	0.694	BELGIUM	urban	4.33	50.85
BE0184A	0.497	BELGIUM	urban	4.33	50.85
BE0184A	0.565	BELGIUM	urban	4.33	50.85
BE0184A	0.766	BELGIUM	urban	4.33	50.85
BE0184A	0.564	BELGIUM	urban	4.33	50.85
BE0184A	0.567	BELGIUM	urban	4.33	50.85
BE0184A	0.746	BELGIUM	urban	4.33	50.85
BE0184A	0.568	BELGIUM	urban	4.33	50.85
BE0184A	0.533	BELGIUM	urban	4.33	50.85
BE0184A	0.707	BELGIUM	urban	4.33	50.85
BE0184A	0.532	BELGIUM	urban	4.33	50.85
BE0184A	0.432	BELGIUM	urban	4.33	50.85
BE0184A	0.58	BELGIUM	urban	4.33	50.85
BE0184A	0.433	BELGIUM	urban	4.33	50.85
BE0184A	0.397	BELGIUM	urban	4.33	50.85
BE0184A	0.543	BELGIUM	urban	4.33	50.85
BE0184A	0.397	BELGIUM	urban	4.33	50.85
BE0197A	0.429	BELGIUM	urban	3.73	51.05
BE0197A	0.551	BELGIUM	urban	3.73	51.05
BE0197A	0.43	BELGIUM	urban	3.73	51.05
BE0197A	0.468	BELGIUM	urban	3.73	51.05
BE0197A	0.631	BELGIUM	urban	3.73	51.05
BE0197A	0.468	BELGIUM	urban	3.73	51.05
BE0197A	0.394	BELGIUM	urban	3.73	51.05
BE0197A	0.506	BELGIUM	urban	3.73	51.05
BE0197A	0.394	BELGIUM	urban	3.73	51.05
BE0197A	0.353	BELGIUM	urban	3.73	51.05
BE0197A	0.458	BELGIUM	urban	3.73	51.05
BE0197A	0.353	BELGIUM	urban	3.73	51.05
BE0212A	0.58	BELGIUM	urban	5.51	50.62
BE0212A	0.818	BELGIUM	urban	5.51	50.62
BE0212A	0.578	BELGIUM	urban	5.51	50.62
BE0212A	0.536	BELGIUM	urban	5.51	50.62
BE0212A	0.793	BELGIUM	urban	5.51	50.62
BE0212A	0.536	BELGIUM	urban	5.51	50.62
BE0212A	0.471	BELGIUM	urban	5.51	50.62
BE0212A	0.692	BELGIUM	urban	5.51	50.62
BE0212A	0.466	BELGIUM	urban	5.51	50.62
BE0212A	0.467	BELGIUM	urban	5.51	50.62
BE0212A	0.696	BELGIUM	urban	5.51	50.62
BE0212A	0.464	BELGIUM	urban	5.51	50.62
BE0212A	0.475	BELGIUM	urban	5.51	50.62
BE0212A	0.716	BELGIUM	urban	5.51	50.62
BE0212A	0.475	BELGIUM	urban	5.51	50.62
BE0212A	0.519	BELGIUM	urban	5.51	50.62
BE0212A	0.789	BELGIUM	urban	5.51	50.62
BE0212A	0.518	BELGIUM	urban	5.51	50.62
BE0212A	0.44	BELGIUM	urban	5.51	50.62
BE0212A	0.685	BELGIUM	urban	5.51	50.62
BE0212A	0.44	BELGIUM	urban	5.51	50.62
BE0212A	0.378	BELGIUM	urban	5.51	50.62
BE0212A	0.54	BELGIUM	urban	5.51	50.62
BE0212A	0.376	BELGIUM	urban	5.51	50.62
BE0213A	0.359	BELGIUM	urban	5.57	50.62
BE0213A	0.653	BELGIUM	urban	5.57	50.62
BE0213A	0.359	BELGIUM	urban	5.57	50.62
BE0213A	0.337	BELGIUM	urban	5.57	50.62
BE0213A	0.602	BELGIUM	urban	5.57	50.62
BE0213A	0.337	BELGIUM	urban	5.57	50.62
BE0213A	0.281	BELGIUM	urban	5.57	50.62
BE0213A	0.486	BELGIUM	urban	5.57	50.62
BE0213A	0.281	BELGIUM	urban	5.57	50.62
BE0213A	0.233	BELGIUM	urban	5.57	50.62
BE0213A	0.407	BELGIUM	urban	5.57	50.62
BE0213A	0.233	BELGIUM	urban	5.57	50.62
BE0213A	0.249	BELGIUM	urban	5.57	50.62
BE0213A	0.454	BELGIUM	urban	5.57	50.62
BE0213A	0.25	BELGIUM	urban	5.57	50.62
BE0213A	0.595	BELGIUM	urban	5.57	50.62
BE0213A	1.068	BELGIUM	urban	5.57	50.62
BE0213A	0.595	BELGIUM	urban	5.57	50.62
BE0213A	0.3	BELGIUM	urban	5.57	50.62
BE0213A	0.471	BELGIUM	urban	5.57	50.62
BE0213A	0.299	BELGIUM	urban	5.57	50.62
BE0213A	0.294	BELGIUM	urban	5.57	50.62
BE0213A	0.431	BELGIUM	urban	5.57	50.62
BE0213A	0.294	BELGIUM	urban	5.57	50.62
BE0228A	0.441	BELGIUM	urban	4.43	51.21
BE0228A	0.592	BELGIUM	urban	4.43	51.21
BE0228A	0.444	BELGIUM	urban	4.43	51.21
BE0228A	0.434	BELGIUM	urban	4.43	51.21
BE0228A	0.577	BELGIUM	urban	4.43	51.21
BE0228A	0.435	BELGIUM	urban	4.43	51.21
BE0228A	0.373	BELGIUM	urban	4.43	51.21
BE0228A	0.5	BELGIUM	urban	4.43	51.21
BE0228A	0.376	BELGIUM	urban	4.43	51.21
BE0228A	0.38	BELGIUM	urban	4.43	51.21
BE0228A	0.484	BELGIUM	urban	4.43	51.21
BE0228A	0.381	BELGIUM	urban	4.43	51.21
BE0235A	0.679	BELGIUM	urban	4.45	50.41
BE0235A	1.134	BELGIUM	urban	4.45	50.41
BE0235A	0.675	BELGIUM	urban	4.45	50.41
BE0235A	0.696	BELGIUM	urban	4.45	50.41
BE0235A	1.143	BELGIUM	urban	4.45	50.41
BE0235A	0.693	BELGIUM	urban	4.45	50.41
BE0235A	0.636	BELGIUM	urban	4.45	50.41
BE0235A	1.095	BELGIUM	urban	4.45	50.41
BE0235A	0.634	BELGIUM	urban	4.45	50.41
BE0235A	0.428	BELGIUM	urban	4.45	50.41
BE0235A	0.763	BELGIUM	urban	4.45	50.41
BE0235A	0.428	BELGIUM	urban	4.45	50.41
BE0235A	0.446	BELGIUM	urban	4.45	50.41
BE0235A	0.781	BELGIUM	urban	4.45	50.41
BE0235A	0.45	BELGIUM	urban	4.45	50.41
BE0235A	0.409	BELGIUM	urban	4.45	50.41
BE0235A	0.727	BELGIUM	urban	4.45	50.41
BE0235A	0.41	BELGIUM	urban	4.45	50.41
BE0235A	0.418	BELGIUM	urban	4.45	50.41
BE0235A	0.759	BELGIUM	urban	4.45	50.41
BE0235A	0.416	BELGIUM	urban	4.45	50.41
BE0235A	0.342	BELGIUM	urban	4.45	50.41
BE0235A	0.624	BELGIUM	urban	4.45	50.41
BE0235A	0.345	BELGIUM	urban	4.45	50.41
BE0235A	0.269	BELGIUM	urban	4.45	50.41
BE0235A	0.479	BELGIUM	urban	4.45	50.41
BE0235A	0.268	BELGIUM	urban	4.45	50.41
BE0237A	0.58	BELGIUM	urban	4.39	50.4
BE0237A	0.816	BELGIUM	urban	4.39	50.4
BE0237A	0.579	BELGIUM	urban	4.39	50.4
BE0237A	0.442	BELGIUM	urban	4.39	50.4
BE0237A	0.626	BELGIUM	urban	4.39	50.4
BE0237A	0.442	BELGIUM	urban	4.39	50.4
BE0237A	0.364	BELGIUM	urban	4.39	50.4
BE0237A	0.529	BELGIUM	urban	4.39	50.4
BE0237A	0.364	BELGIUM	urban	4.39	50.4
BE0237A	0.398	BELGIUM	urban	4.39	50.4
BE0237A	0.585	BELGIUM	urban	4.39	50.4
BE0237A	0.398	BELGIUM	urban	4.39	50.4
BE0237A	0.425	BELGIUM	urban	4.39	50.4
BE0237A	0.591	BELGIUM	urban	4.39	50.4
BE0237A	0.423	BELGIUM	urban	4.39	50.4
BE0237A	0.492	BELGIUM	urban	4.39	50.4
BE0237A	0.73	BELGIUM	urban	4.39	50.4
BE0237A	0.492	BELGIUM	urban	4.39	50.4
BE0237A	0.393	BELGIUM	urban	4.39	50.4
BE0237A	0.55	BELGIUM	urban	4.39	50.4
BE0237A	0.393	BELGIUM	urban	4.39	50.4
BE0237A	0.37	BELGIUM	urban	4.39	50.4
BE0237A	0.519	BELGIUM	urban	4.39	50.4
BE0237A	0.37	BELGIUM	urban	4.39	50.4
BE0308A	2.346	BELGIUM	urban	4.36	50.84
BE0308A	3.561	BELGIUM	urban	4.36	50.84
BE0308A	2.349	BELGIUM	urban	4.36	50.84
BE0308A	2.192	BELGIUM	urban	4.36	50.84
BE0308A	3.339	BELGIUM	urban	4.36	50.84
BE0308A	2.189	BELGIUM	urban	4.36	50.84
BE0308A	1.921	BELGIUM	urban	4.36	50.84
BE0308A	2.888	BELGIUM	urban	4.36	50.84
BE0308A	1.921	BELGIUM	urban	4.36	50.84
BE0308A	1.501	BELGIUM	urban	4.36	50.84
BE0308A	2.343	BELGIUM	urban	4.36	50.84
BE0308A	1.502	BELGIUM	urban	4.36	50.84
BE0308A	1.395	BELGIUM	urban	4.36	50.84
BE0308A	2.081	BELGIUM	urban	4.36	50.84
BE0308A	1.394	BELGIUM	urban	4.36	50.84
BE0308A	1.131	BELGIUM	urban	4.36	50.84
BE0308A	1.663	BELGIUM	urban	4.36	50.84
BE0308A	1.127	BELGIUM	urban	4.36	50.84
BE0308A	1.11	BELGIUM	urban	4.36	50.84
BE0308A	1.626	BELGIUM	urban	4.36	50.84
BE0308A	1.109	BELGIUM	urban	4.36	50.84
BE0308A	0.902	BELGIUM	urban	4.36	50.84
BE0308A	1.319	BELGIUM	urban	4.36	50.84
BE0308A	0.905	BELGIUM	urban	4.36	50.84
BE0308A	0.674	BELGIUM	urban	4.36	50.84
BE0308A	1.028	BELGIUM	urban	4.36	50.84
BE0308A	0.674	BELGIUM	urban	4.36	50.84
BE0308A	0.684	BELGIUM	urban	4.36	50.84
BE0308A	1.048	BELGIUM	urban	4.36	50.84
BE0308A	0.684	BELGIUM	urban	4.36	50.84
BE0395A	0.437	BELGIUM	urban	4.34	50.85
BE0395A	0.625	BELGIUM	urban	4.34	50.85
BE0395A	0.437	BELGIUM	urban	4.34	50.85
BE0395A	0.413	BELGIUM	urban	4.34	50.85
BE0395A	0.567	BELGIUM	urban	4.34	50.85
BE0395A	0.413	BELGIUM	urban	4.34	50.85
BE0395A	0.468	BELGIUM	urban	4.34	50.85
BE0395A	0.645	BELGIUM	urban	4.34	50.85
BE0395A	0.468	BELGIUM	urban	4.34	50.85
BE0395A	0.406	BELGIUM	urban	4.34	50.85
BE0395A	0.547	BELGIUM	urban	4.34	50.85
BE0395A	0.406	BELGIUM	urban	4.34	50.85
BE0395A	0.37	BELGIUM	urban	4.34	50.85
BE0395A	0.516	BELGIUM	urban	4.34	50.85
BE0395A	0.37	BELGIUM	urban	4.34	50.85
BE0402A	0.398	BELGIUM	urban	4.38	50.84
BE0402A	0.522	BELGIUM	urban	4.38	50.84
BE0402A	0.399	BELGIUM	urban	4.38	50.84
BE0402A	0.42	BELGIUM	urban	4.38	50.84
BE0402A	0.552	BELGIUM	urban	4.38	50.84
BE0402A	0.419	BELGIUM	urban	4.38	50.84
BE0402A	0.364	BELGIUM	urban	4.38	50.84
BE0402A	0.471	BELGIUM	urban	4.38	50.84
BE0402A	0.365	BELGIUM	urban	4.38	50.84
BE0402A	0.353	BELGIUM	urban	4.38	50.84
BE0402A	0.455	BELGIUM	urban	4.38	50.84
BE0402A	0.352	BELGIUM	urban	4.38	50.84
BE0403A	0.357	BELGIUM	urban	4.37	50.84
BE0403A	0.463	BELGIUM	urban	4.37	50.84
BE0403A	0.357	BELGIUM	urban	4.37	50.84
BE0403A	0.386	BELGIUM	urban	4.37	50.84
BE0403A	0.499	BELGIUM	urban	4.37	50.84
BE0403A	0.385	BELGIUM	urban	4.37	50.84
BE0403A	0.343	BELGIUM	urban	4.37	50.84
BE0403A	0.436	BELGIUM	urban	4.37	50.84
BE0403A	0.343	BELGIUM	urban	4.37	50.84
BE0403A	0.337	BELGIUM	urban	4.37	50.84
BE0403A	0.434	BELGIUM	urban	4.37	50.84
BE0403A	0.337	BELGIUM	urban	4.37	50.84
FR0114A	0.253	FRANCE	rural	2.14	50.98
FR0114A	0.368	FRANCE	rural	2.14	50.98
FR0114A	0.252	FRANCE	rural	2.14	50.98
FR0114A	0.303	FRANCE	rural	2.14	50.98
FR0114A	0.5	FRANCE	rural	2.14	50.98
FR0114A	0.302	FRANCE	rural	2.14	50.98
FR0586A	0.331	FRANCE	rural	6.05	49.25
FR0586A	0.505	FRANCE	rural	6.05	49.25
FR0586A	0.332	FRANCE	rural	6.05	49.25
FR0586A	0.284	FRANCE	rural	6.05	49.25
FR0586A	0.452	FRANCE	rural	6.05	49.25
FR0586A	0.294	FRANCE	rural	6.05	49.25
FR0586A	0.23	FRANCE	rural	6.05	49.25
FR0586A	0.368	FRANCE	rural	6.05	49.25
FR0586A	0.232	FRANCE	rural	6.05	49.25
FR0586A	0.187	FRANCE	rural	6.05	49.25
FR0586A	0.284	FRANCE	rural	6.05	49.25
FR0586A	0.185	FRANCE	rural	6.05	49.25
FR0586A	0.098	FRANCE	rural	6.05	49.25
FR0586A	0.215	FRANCE	rural	6.05	49.25
FR0586A	0.097	FRANCE	rural	6.05	49.25
FR0586A	0.24	FRANCE	rural	6.05	49.25
FR0586A	0.422	FRANCE	rural	6.05	49.25
FR0586A	0.256	FRANCE	rural	6.05	49.25
FR0586A	0.693	FRANCE	rural	6.05	49.25
FR0586A	1.197	FRANCE	rural	6.05	49.25
FR0586A	0.811	FRANCE	rural	6.05	49.25
FR0734A	1.021	FRANCE	rural	4.83	45.76
FR0734A	1.481	FRANCE	rural	4.83	45.76
FR0734A	1.021	FRANCE	rural	4.83	45.76
FR0734A	0.972	FRANCE	rural	4.83	45.76
FR0734A	1.515	FRANCE	rural	4.83	45.76
FR0734A	0.972	FRANCE	rural	4.83	45.76
FR0734A	0.932	FRANCE	rural	4.83	45.76
FR0734A	1.393	FRANCE	rural	4.83	45.76
FR0734A	0.928	FRANCE	rural	4.83	45.76
FR0734A	1.4	FRANCE	rural	4.83	45.76
FR0734A	1.97	FRANCE	rural	4.83	45.76
FR0734A	1.391	FRANCE	rural	4.83	45.76
FR0751A	0.412	FRANCE	rural	6.71	49.14
FR0751A	0.67	FRANCE	rural	6.71	49.14
FR0751A	0.412	FRANCE	rural	6.71	49.14
FR0751A	0.145	FRANCE	rural	6.71	49.14
FR0751A	0.351	FRANCE	rural	6.71	49.14
FR0751A	0.144	FRANCE	rural	6.71	49.14
FR0751A	0.07	FRANCE	rural	6.71	49.14
FR0751A	0.199	FRANCE	rural	6.71	49.14
FR0751A	0.071	FRANCE	rural	6.71	49.14
FR0751A	0.068	FRANCE	rural	6.71	49.14
FR0751A	0.184	FRANCE	rural	6.71	49.14
FR0751A	0.072	FRANCE	rural	6.71	49.14
FR0753A	0.242	FRANCE	rural	6.95	49.18
FR0753A	0.51	FRANCE	rural	6.95	49.18
FR0753A	0.241	FRANCE	rural	6.95	49.18
FR0753A	0.151	FRANCE	rural	6.95	49.18
FR0753A	0.365	FRANCE	rural	6.95	49.18
FR0753A	0.151	FRANCE	rural	6.95	49.18
FR0753A	0.125	FRANCE	rural	6.95	49.18
FR0753A	0.306	FRANCE	rural	6.95	49.18
FR0753A	0.123	FRANCE	rural	6.95	49.18
FR0823A	0.937	FRANCE	rural	5.7	45.15
FR0823A	1.462	FRANCE	rural	5.7	45.15
FR0823A	0.94	FRANCE	rural	5.7	45.15
FR0823A	1.067	FRANCE	rural	5.7	45.15
FR0823A	1.644	FRANCE	rural	5.7	45.15
FR0823A	1.082	FRANCE	rural	5.7	45.15
FR0823A	0.706	FRANCE	rural	5.7	45.15
FR0823A	1.052	FRANCE	rural	5.7	45.15
FR0823A	0.705	FRANCE	rural	5.7	45.15
FR0823A	0.676	FRANCE	rural	5.7	45.15
FR0823A	0.986	FRANCE	rural	5.7	45.15
FR0823A	0.677	FRANCE	rural	5.7	45.15
FR0823A	0.687	FRANCE	rural	5.7	45.15
FR0823A	1.082	FRANCE	rural	5.7	45.15
FR0823A	0.686	FRANCE	rural	5.7	45.15
FR0823A	0.564	FRANCE	rural	5.7	45.15
FR0823A	0.922	FRANCE	rural	5.7	45.15
FR0823A	0.566	FRANCE	rural	5.7	45.15
FR0823A	0.539	FRANCE	rural	5.7	45.15
FR0823A	0.854	FRANCE	rural	5.7	45.15
FR0823A	0.539	FRANCE	rural	5.7	45.15
FR0949A	0.606	FRANCE	rural	3.84	43.61
FR0949A	1.075	FRANCE	rural	3.84	43.61
FR0949A	0.608	FRANCE	rural	3.84	43.61
FR1015A	1.107	FRANCE	rural	2.64	50.51
FR1015A	1.11	FRANCE	rural	2.64	50.51
FR1015A	1.743	FRANCE	rural	2.64	50.51
FR1015A	0.929	FRANCE	rural	2.64	50.51
FR1015A	1.438	FRANCE	rural	2.64	50.51
FR1015A	0.929	FRANCE	rural	2.64	50.51
FR1015A	0.82	FRANCE	rural	2.64	50.51
FR1015A	1.251	FRANCE	rural	2.64	50.51
FR1015A	0.823	FRANCE	rural	2.64	50.51
FR1023A	0.713	FRANCE	rural	6.18	48.68
FR1023A	1.04	FRANCE	rural	6.18	48.68
FR1023A	0.713	FRANCE	rural	6.18	48.68
FR1023A	0.604	FRANCE	rural	6.18	48.68
FR1023A	0.891	FRANCE	rural	6.18	48.68
FR1023A	0.601	FRANCE	rural	6.18	48.68
FR1023A	0.569	FRANCE	rural	6.18	48.68
FR1023A	0.792	FRANCE	rural	6.18	48.68
FR1023A	0.57	FRANCE	rural	6.18	48.68
FR1023A	0.567	FRANCE	rural	6.18	48.68
FR1023A	0.79	FRANCE	rural	6.18	48.68
FR1023A	0.568	FRANCE	rural	6.18	48.68
FR1023A	0.408	FRANCE	rural	6.18	48.68
FR1023A	0.722	FRANCE	rural	6.18	48.68
FR1023A	0.407	FRANCE	rural	6.18	48.68
FR1023A	0.325	FRANCE	rural	6.18	48.68
FR1023A	0.614	FRANCE	rural	6.18	48.68
FR1023A	0.327	FRANCE	rural	6.18	48.68
FR1023A	0.268	FRANCE	rural	6.18	48.68
FR1023A	0.535	FRANCE	rural	6.18	48.68
FR1023A	0.266	FRANCE	rural	6.18	48.68
FR1032A	0.538	FRANCE	rural	6.48	48.6
FR1032A	0.873	FRANCE	rural	6.48	48.6
FR1032A	0.537	FRANCE	rural	6.48	48.6
FR1032A	0.542	FRANCE	rural	6.48	48.6
FR1032A	0.786	FRANCE	rural	6.48	48.6
FR1032A	0.542	FRANCE	rural	6.48	48.6
FR1032A	0.536	FRANCE	rural	6.48	48.6
FR1032A	0.776	FRANCE	rural	6.48	48.6
FR1032A	0.537	FRANCE	rural	6.48	48.6
FR1032A	0.412	FRANCE	rural	6.48	48.6
FR1032A	0.744	FRANCE	rural	6.48	48.6
FR1032A	0.413	FRANCE	rural	6.48	48.6
FR1032A	0.32	FRANCE	rural	6.48	48.6
FR1032A	0.584	FRANCE	rural	6.48	48.6
FR1032A	0.321	FRANCE	rural	6.48	48.6
FR1032A	0.284	FRANCE	rural	6.48	48.6
FR1032A	0.547	FRANCE	rural	6.48	48.6
FR1032A	0.284	FRANCE	rural	6.48	48.6
FR1104A	0.484	FRANCE	rural	4.98	43.43
FR1104A	0.734	FRANCE	rural	4.98	43.43
FR1104A	0.484	FRANCE	rural	4.98	43.43
FR1104A	0.485	FRANCE	rural	4.98	43.43
FR1104A	0.745	FRANCE	rural	4.98	43.43
FR1104A	0.485	FRANCE	rural	4.98	43.43
FR1104A	0.444	FRANCE	rural	4.98	43.43
FR1104A	0.643	FRANCE	rural	4.98	43.43
FR1104A	0.444	FRANCE	rural	4.98	43.43
FR1104A	0.449	FRANCE	rural	4.98	43.43
FR1104A	0.655	FRANCE	rural	4.98	43.43
