"station_european_code","country_iso_code","country_name","type_of_station","station_type_of_area","station_longitude_deg","station_latitude_deg","station_altitude","sabe_country_code","station_city"
"AT0226A","AT","AUSTRIA","Traffic","urban",14.28,48.31,260.00,"AT","LINZ"
"AT0227A","AT","AUSTRIA","Background","rural",16.63,48.23,150.00,"AT","GROSSENZERSDORF"
"AT0228A","AT","AUSTRIA","Traffic","urban",9.82,47.15,580.00,"AT","BLUDENZ"
"AT0229A","AT","AUSTRIA","Traffic","urban",12.17,47.58,505.00,"AT","KUFSTEIN"
"AT0230A","AT","AUSTRIA","Traffic","suburban",14.25,48.20,280.00,"AT","ANSFELDEN"
"AT0231A","AT","AUSTRIA","Background","rural",15.94,48.52,230.00,"AT",
"AT0232A","AT","AUSTRIA","Background","suburban",15.67,47.60,679.00,"AT","MÜRZZUSCHLAG"
"BA0001A","BA","BOSNIA - HERZEGOVINA","Background","urban",18.43,43.86,630.00,,"SARAJEVO"
"BA0002A","BA","BOSNIA - HERZEGOVINA","Unknown","urban",18.43,43.86,630.00,,"GOTHEBURG"
"BA0003A","BA","BOSNIA - HERZEGOVINA","Industrial","urban",17.90,44.21,345.00,,"ZENICA"
"BA0004A","BA","BOSNIA - HERZEGOVINA","Background","urban",17.21,44.78,153.00,,"BANJA LUKA"
"BA0005A","BA","BOSNIA - HERZEGOVINA","Industrial","urban",17.90,44.21,345.00,,"ZENICA"
"BA0006A","BA","BOSNIA - HERZEGOVINA","Unknown","urban",17.21,44.78,153.00,,"BANJA LUKA"
"BA0007A","BA","BOSNIA - HERZEGOVINA","Background","urban",17.79,43.34,99.00,,"MOSTAR"
"BA0008A","BA","BOSNIA - HERZEGOVINA","Unknown","urban",17.79,43.34,99.00,,"LINKOPING"
"BA0009A","BA","BOSNIA - HERZEGOVINA","Background","urban",18.70,44.54,305.00,,"TUZLA"
"BA0010A","BA","BOSNIA - HERZEGOVINA","Unknown","urban",18.70,44.54,305.00,,"TUZLA"
"BA0011A","BA","BOSNIA - HERZEGOVINA","Background","urban",17.26,44.34,431.00,,"JAJCE"
"BA0012A","BA","BOSNIA - HERZEGOVINA","Industrial","urban",18.33,44.15,823.00,,"VARES"
"BA0013A","BA","BOSNIA - HERZEGOVINA","Unknown","urban",17.26,44.34,431.00,,"JAJCE"
"BA0014A","BA","BOSNIA - HERZEGOVINA","Industrial","unknown",18.33,44.15,823.00,,
"BA0015A","BA","BOSNIA - HERZEGOVINA","Background","urban",19.26,44.78,90.00,,"BIJELJINA"
"BA0016A","BA","BOSNIA - HERZEGOVINA","Background","urban",15.88,44.81,246.00,,"BIHAC"
"BA0017A","BA","BOSNIA - HERZEGOVINA","Background","urban",16.40,44.38,485.00,,"DRVAR"
"BA0018A","BA","BOSNIA - HERZEGOVINA","Background","urban",16.70,44.76,158.00,,"SANSKI MOST"
"BA0019A","BA","BOSNIA - HERZEGOVINA","Industrial","rural",19.00,44.70,173.00,,"UGLJEVIK"
"BA0020A","BA","BOSNIA - HERZEGOVINA","Background","urban",16.73,44.98,135.00,,"PRIJEDOR"
"BA0021A","BA","BOSNIA - HERZEGOVINA","Unknown","urban",19.26,44.78,90.00,,"KRISTIANSTAD"
"BA0022A","BA","BOSNIA - HERZEGOVINA","Unknown","unknown",15.88,44.81,246.00,,"BIHAC"
"BA0023A","BA","BOSNIA - HERZEGOVINA","Unknown","unknown",16.40,44.38,485.00,,"DRVAR"
"BA0024A","BA","BOSNIA - HERZEGOVINA","Unknown","unknown",16.70,44.76,158.00,,"SANSKI MOST"
"BA0025A","BA","BOSNIA - HERZEGOVINA","Industrial","rural",19.00,44.70,173.00,,
"BA0026A","BA","BOSNIA - HERZEGOVINA","Unknown","urban",16.73,44.98,135.00,,"PRIJEDOR"
"BA0027A","BA","BOSNIA - HERZEGOVINA","Background","suburban",18.19,43.70,630.00,,"SARAJEVO"
"BA0028A","BA","BOSNIA - HERZEGOVINA","Unknown","suburban",18.19,43.70,630.00,,
"BA0029A","BA","BOSNIA - HERZEGOVINA","Background","urban",18.43,43.86,630.00,,"SARAJEVO"
"BA0030A","BA","BOSNIA - HERZEGOVINA","Background","urban",18.43,43.86,630.00,,"SARAJEVO"
"BA0031A","BA","BOSNIA - HERZEGOVINA","Traffic","urban",18.70,44.54,220.00,,"TUZLA"
"BA0032A","BA","BOSNIA - HERZEGOVINA","Traffic","suburban",18.70,44.54,210.00,,"TUZLA"
"BE0031R","BE","BELGIUM","Industrial","suburban",4.34,51.34,3.00,"BE","ANTWERPEN"
"BE0032R","BE","BELGIUM","Background","suburban",6.00,50.62,295.00,"BE","EUPEN"
"BE0033R","BE","BELGIUM","Background","rural",3.36,51.25,3.00,"BE","MOERKERKE"
"BE0034R","BE","BELGIUM","Background","suburban",3.37,50.75,42.00,"BE","ZWEVEGEM"
"BE0035R","BE","BELGIUM","Background","rural",4.98,50.50,160.00,"BE","ANDENNE"
"BE0063A","BE","BELGIUM","Background","urban",5.55,50.64,100.00,"BE","LIEGE"
"BE0064A","BE","BELGIUM","Background","suburban",5.57,50.61,65.00,"BE","LIEGE"
"BE0065A","BE","BELGIUM","Background","suburban",5.51,50.59,125.00,"BE","SERAING"
"BE0107A","BE","BELGIUM","Industrial","urban",4.37,51.22,10.00,"BE","ANTWERPEN"
"BE0108A","BE","BELGIUM","Industrial","urban",4.38,51.26,10.00,"BE","ANTWERPEN"
"BE0109A","BE","BELGIUM","Industrial","urban",4.30,51.36,4.00,"BE","ZANDVLIET"
"BE0110A","BE","BELGIUM","Industrial","urban",4.33,51.27,10.00,"BE","ANTWERPEN"
"BE0111A","BE","BELGIUM","Background","urban",4.68,51.35,10.00,"BE","ANTWERPEN"
"BE0112A","BE","BELGIUM","Background","urban",4.40,51.22,10.00,"BE","ANTWERPEN"
"BE0113A","BE","BELGIUM","Background","rural",4.40,51.30,10.00,"BE","STABROEK"
"BE0120A","BE","BELGIUM","Background","suburban",5.65,50.62,0.00,"BE","LIEGE"
"BE0121A","BE","BELGIUM","Background","suburban",5.63,50.66,0.00,"BE","HERSTAL"
"BE0122A","BE","BELGIUM","Background","urban",4.45,51.17,0.00,"BE","MORTSEL"
"BE0123A","BE","BELGIUM","Background","suburban",4.38,50.39,0.00,"BE","CHARLEROI"
"BE0124A","BE","BELGIUM","Background","suburban",4.44,50.39,0.00,"BE","CHARLEROI"
"BE0125A","BE","BELGIUM","Background","suburban",4.40,50.39,0.00,"BE","CHARLEROI"
"BE0126A","BE","BELGIUM","Background","urban",4.44,50.41,120.00,"BE","CHARLEROI"
"BE0127A","BE","BELGIUM","Background","suburban",4.43,50.44,165.00,"BE","CHARLEROI"
"BE0128A","BE","BELGIUM","Background","suburban",4.45,51.18,10.00,"BE","ANTWERPEN"
"BE0129A","BE","BELGIUM","Background","suburban",4.45,51.24,10.00,"BE","ANTWERPEN"
"BE0130A","BE","BELGIUM","Background","urban",3.73,51.05,8.00,"BE","GENT"
"BE0131A","BE","BELGIUM","Background","urban",3.69,51.05,8.00,"BE","GENT"
"BE0132A","BE","BELGIUM","Background","suburban",3.76,51.04,8.00,"BE","GENTBRUGGE"
"BE0133A","BE","BELGIUM","Background","suburban",3.74,51.06,8.00,"BE","SINT AMANDSBERG"
"BE0134A","BE","BELGIUM","Background","urban",3.59,50.50,30.00,"BE","PERUWELZ"
"BE0135A","BE","BELGIUM","Background","urban",3.95,50.45,45.00,"BE","MONS"
"BE0136A","BE","BELGIUM","Background","urban",3.22,51.20,8.00,"BE","BRUGGE"
"BE0137A","BE","BELGIUM","Background","suburban",3.73,51.01,8.00,"BE","GENT"
"BE0159A","BE","BELGIUM","Background","rural",4.42,51.07,8.00,"BE",
"BE0161A","BE","BELGIUM","Background","urban",3.37,50.61,30.00,"BE","TOURNAI"
"BE0162A","BE","BELGIUM","Industrial","suburban",5.41,50.58,80.00,"BE","ENGIS"
"BE0163A","BE","BELGIUM","Industrial","suburban",5.40,50.59,90.00,"BE","FLEMALLE"
"BE0165A","BE","BELGIUM","Background","urban",4.94,51.32,25.00,"BE","TURNHOUT"
"BE0166A","BE","BELGIUM","Background","rural",4.73,51.30,20.00,"BE",
"BE0167A","BE","BELGIUM","Background","rural",4.73,51.07,12.00,"BE","HEIST-OP-DEN-BERG"
"BE0168A","BE","BELGIUM","Background","suburban",5.35,50.58,200.00,"BE","STOCKAY ST. GEORGES"
"BE0177A","BE","BELGIUM","Background","urban",4.14,51.16,12.00,"BE","SINT NIKLAAS"
"BE0178A","BE","BELGIUM","Background","rural",4.50,51.33,10.00,"BE","BRASSCHAAT"
"BE0180A","BE","BELGIUM","Background","urban",4.25,51.21,10.00,"BE","BEVEREN-WAAS"
"BE0181A","BE","BELGIUM","Background","suburban",4.38,50.82,90.00,"BE","BRUSSELS"
"BE0184A","BE","BELGIUM","Traffic","urban",4.33,50.85,15.00,"BE","BRUSSELS"
"BE0185A","BE","BELGIUM","Industrial","suburban",4.38,50.88,15.00,"BE","BRUSSELS"
"BE0186A","BE","BELGIUM","Background","suburban",4.35,50.79,100.00,"BE","BRUSSELS"
"BE0189A","BE","BELGIUM","Traffic","suburban",4.43,50.94,12.00,"BE","VILVOORDE"
"BE0190A","BE","BELGIUM","Industrial","suburban",4.34,51.17,10.00,"BE","HOBOKEN"
"BE0192A","BE","BELGIUM","Background","suburban",4.42,50.86,68.00,"BE","ZAVENTEM"
"BE0194A","BE","BELGIUM","Background","suburban",3.77,51.06,6.00,"BE","DESTELBERGEN"
"BE0195A","BE","BELGIUM","Industrial","rural",3.76,51.16,5.00,"BE","EVERGEM"
"BE0196A","BE","BELGIUM","Industrial","suburban",3.74,51.12,6.00,"BE","EVERGEM"
"BE0197A","BE","BELGIUM","Background","urban",3.73,51.05,5.00,"BE","GENT"
"BE0198A","BE","BELGIUM","Background","rural",2.58,51.01,2.00,"BE","VEURNE"
"BE0200A","BE","BELGIUM","Industrial","rural",3.81,51.15,5.00,"BE","GENT"
"BE0202A","BE","BELGIUM","Industrial","suburban",3.71,51.08,6.00,"BE","GENT"
"BE0203A","BE","BELGIUM","Industrial","suburban",3.82,51.19,6.00,"BE","ZELZATE"
"BE0204A","BE","BELGIUM","Industrial","urban",4.42,51.26,3.00,"BE","ANTWERPEN"
"BE0210A","BE","BELGIUM","Background","rural",5.60,51.13,48.00,"BE","BREE"
"BE0211A","BE","BELGIUM","Background","rural",5.61,50.88,70.00,"BE","LANAKEN"
"BE0212A","BE","BELGIUM","Background","urban",5.51,50.62,50.00,"BE","SERAING"
"BE0213A","BE","BELGIUM","Traffic","urban",5.57,50.62,65.00,"BE","LIEGE"
"BE0214A","BE","BELGIUM","Background","urban",5.61,50.61,70.00,"BE","LIEGE"
"BE0215A","BE","BELGIUM","Industrial","urban",5.39,50.58,135.00,"BE","ENGIS"
"BE0217A","BE","BELGIUM","Traffic","urban",5.62,50.65,65.00,"BE","HERSTAL"
"BE0218A","BE","BELGIUM","Industrial","suburban",4.34,51.16,10.00,"BE","HOBOKEN"
"BE0219A","BE","BELGIUM","Industrial","suburban",4.33,51.16,10.00,"BE","HOBOKEN"
"BE0221A","BE","BELGIUM","Industrial","suburban",4.31,51.16,8.00,"BE","KRUIBEKE"
"BE0224A","BE","BELGIUM","Background","rural",5.20,49.88,420.00,"BE","OFFAGNE"
"BE0225A","BE","BELGIUM","Industrial","suburban",4.34,51.26,6.00,"BE","ANTWERPEN"
"BE0227A","BE","BELGIUM","Background","suburban",4.25,51.21,11.00,"BE","BEVEREN-WAAS"
"BE0228A","BE","BELGIUM","Traffic","urban",4.43,51.21,6.00,"BE","ANTWERPEN"
"BE0229A","BE","BELGIUM","Background","rural",4.59,51.26,10.00,"BE","SCHILDE"
"BE0230A","BE","BELGIUM","Industrial","suburban",4.35,51.08,5.00,"BE","PUURS"
"BE0231A","BE","BELGIUM","Industrial","suburban",4.33,51.21,7.00,"BE","ZWIJNDRECHT"
"BE0232A","BE","BELGIUM","Background","suburban",4.49,51.25,8.00,"BE","ANTWERPEN"
"BE0233A","BE","BELGIUM","Background","suburban",4.44,51.32,11.00,"BE","KAPELLEN"
"BE0234A","BE","BELGIUM","Background","urban",4.42,50.37,157.00,"BE","CHARLEROI"
"BE0235A","BE","BELGIUM","Traffic","urban",4.45,50.41,115.00,"BE","CHARLEROI"
"BE0236A","BE","BELGIUM","Background","suburban",4.52,50.41,118.00,"BE","CHATELET"
"BE0237A","BE","BELGIUM","Background","urban",4.39,50.40,107.00,"BE","CHARLEROI"
"BE0238A","BE","BELGIUM","Background","rural",5.20,49.87,430.00,"BE","BERTRIX"
"BE0240A","BE","BELGIUM","Industrial","rural",4.26,51.31,5.00,"BE","BEVEREN-WAAS"
"BE0242A","BE","BELGIUM","Industrial","suburban",5.39,50.58,130.00,"BE","ENGIS"
"BE0244A","BE","BELGIUM","Background","rural",5.38,51.15,63.00,"BE","EKSEL"
"BE0245A","BE","BELGIUM","Background","urban",4.45,50.42,135.00,"BE","CHARLEROI"
"BE0246A","BE","BELGIUM","Industrial","suburban",4.82,51.32,29.00,"BE","BEERSE"
"BE0247A","BE","BELGIUM","Industrial","suburban",4.80,51.33,29.00,"BE","BEERSE"
"BE0248A","BE","BELGIUM","Industrial","suburban",5.14,51.08,27.00,"BE","TESSENDERLO"
"BE0250A","BE","BELGIUM","Traffic","urban",4.40,51.21,10.00,"BE","ANTWERPEN"
"BE0251A","BE","BELGIUM","Traffic","suburban",4.38,50.82,90.00,"BE","BRUSSELS"
"BE0252A","BE","BELGIUM","Traffic","urban",5.63,50.65,60.00,"BE","LIEGE"
"BE0258A","BE","BELGIUM","Traffic","urban",3.73,51.05,5.00,"BE","GENT"
"BE0259A","BE","BELGIUM","Traffic","urban",5.34,50.93,31.00,"BE","HASSELT"
"BE0261A","BE","BELGIUM","Traffic","urban",5.57,50.63,148.00,"BE","LIEGE"
"BE0262A","BE","BELGIUM","Traffic","urban",4.45,50.41,115.00,"BE","CHARLEROI"
"BE0263A","BE","BELGIUM","Background","suburban",4.46,50.42,130.00,"BE","CHARLEROI"
"BE0264A","BE","BELGIUM","Industrial","suburban",4.82,51.32,30.00,"BE","BEERSE"
"BE0265A","BE","BELGIUM","Industrial","suburban",4.90,51.18,15.00,"BE","GEEL"
"BE0266A","BE","BELGIUM","Industrial","suburban",5.41,51.24,37.00,"BE","NEERPELT"
"BE0268A","BE","BELGIUM","Background","rural",5.91,50.22,457.00,"BE","GOUVY"
"BE0271A","BE","BELGIUM","Industrial","suburban",3.78,51.12,5.00,"BE","DESTELDONK"
"BE0272A","BE","BELGIUM","Industrial","suburban",3.82,51.19,6.00,"BE","ZELZATE"
"BE0273A","BE","BELGIUM","Industrial","suburban",4.34,51.17,8.00,"BE","KRUIBEKE"
"BE0274A","BE","BELGIUM","Background","rural",5.82,49.67,408.00,"BE","ARLON"
"BE0275A","BE","BELGIUM","Industrial","suburban",4.01,50.47,50.00,"BE","OBOURG"
"BE0277A","BE","BELGIUM","Traffic","urban",4.37,50.84,70.00,"BE","BRUSSELS"
"BE0278A","BE","BELGIUM","Traffic","urban",5.61,50.61,80.00,"BE","LIEGE"
"BE0281A","BE","BELGIUM","Industrial","suburban",4.92,50.80,45.00,"BE","TIENEN"
"BE0282A","BE","BELGIUM","Industrial","suburban",4.35,51.08,5.00,"BE","PUURS"
"BE0283A","BE","BELGIUM","Background","rural",6.07,50.51,677.00,"BE","ROBERTVILLE"
"BE0290A","BE","BELGIUM","Industrial","suburban",5.52,50.93,75.00,"BE","GENK"
"BE0291A","BE","BELGIUM","Background","rural",6.00,50.30,490.00,"BE","VIELSALM"
"BE0292A","BE","BELGIUM","Traffic","suburban",4.37,50.82,70.00,"BE","BRUSSELS"
"BE0293A","BE","BELGIUM","Background","suburban",4.83,50.97,55.00,"BE","AARSCHOT"
"BE0294A","BE","BELGIUM","Background","rural",5.10,50.71,135.00,"BE","LANDEN"
"BE0295A","BE","BELGIUM","Background","rural",5.16,51.23,30.00,"BE","DESSEL"
"BE0296A","BE","BELGIUM","Background","suburban",5.36,50.94,41.00,"BE","HASSELT"
"BE0297A","BE","BELGIUM","Traffic","suburban",3.22,51.33,8.00,"BE","ZEEBRUGGE"
"BE0298A","BE","BELGIUM","Background","rural",3.93,50.79,15.00,"BE","GERAARDSBERGEN"
"BE0299A","BE","BELGIUM","Background","suburban",5.54,50.62,70.00,"BE","LIEGE"
"BE0300A","BE","BELGIUM","Background","rural",4.66,50.65,145.00,"BE","CORROY LE GRAND"
"BE0301A","BE","BELGIUM","Background","rural",5.23,50.27,265.00,"BE","SOMME-LEUZE"
"BE0302A","BE","BELGIUM","Background","suburban",5.63,49.72,375.00,"BE","HABAY LA NEUVE"
"BE0303A","BE","BELGIUM","Background","suburban",3.94,50.46,30.00,"BE","MONS"
"BE0304A","BE","BELGIUM","Background","rural",4.59,50.09,225.00,"BE","VIROINVAL"
"BE0307A","BE","BELGIUM","Industrial","rural",5.14,51.08,15.00,"BE","HAM"
"BE0308A","BE","BELGIUM","Traffic","urban",4.36,50.84,70.00,"BE","BRUXELLES/BRUSSEL"
"BE0309A","BE","BELGIUM","Background","suburban",4.28,50.85,30.00,"BE","BRUXELLES/BRUSSEL"
"BE0310A","BE","BELGIUM","Industrial","suburban",3.15,50.94,19.00,"BE","ROESELAERE"
"BE0311A","BE","BELGIUM","Background","rural",5.59,50.02,510.00,"BE","SAINTE-ODE"
"BE0312A","BE","BELGIUM","Industrial","suburban",3.15,50.94,19.00,"BE","ROESELAERE"
"BE0314A","BE","BELGIUM","Industrial","suburban",5.09,51.06,20.00,"BE","TESSENDERLO"
"BE0315A","BE","BELGIUM","Traffic","suburban",4.37,50.82,70.00,"BE","BRUSSELS"
"BE0316A","BE","BELGIUM","Background","suburban",4.28,50.85,30.00,"BE","BRUSSELS"
"BE0318A","BE","BELGIUM","Background","urban",3.77,50.63,115.00,"BE","ATH"
"BE0319A","BE","BELGIUM","Background","suburban",4.42,50.41,112.00,"BE","CHARLEROI"
"BE0320A","BE","BELGIUM","Background","suburban",4.39,50.41,107.00,"BE","CHARLEROI"
"BE0321A","BE","BELGIUM","Background","rural",3.83,50.48,115.00,"BE","BAUDOUR"
"BE0322A","BE","BELGIUM","Background","suburban",4.99,50.47,52.00,"BE","ANDENNE"
"BE0323A","BE","BELGIUM","Traffic","suburban",4.37,50.82,70.00,"BE","BRUSSELS"
"BE0324A","BE","BELGIUM","Background","suburban",4.35,51.32,4.00,"BE","STABROEK"
"BE0325A","BE","BELGIUM","Background","urban",5.09,51.06,32.00,"BE","TESSENDERLO"
"BE0326A","BE","BELGIUM","Background","suburban",5.11,51.06,28.00,"BE","TESSENDERLO"
"BE0327A","BE","BELGIUM","Industrial","suburban",3.82,51.19,6.00,"BE","ZELZATE"
"BE0328A","BE","BELGIUM","Background","suburban",4.35,50.79,100.00,"BE","BRUSSELS"
"BE0329A","BE","BELGIUM","Background","urban",4.35,50.84,20.00,"BE","BRUSSELS"
"BE0330A","BE","BELGIUM","Industrial","suburban",5.24,51.20,45.00,"BE","WEZEL"
"BE0331A","BE","BELGIUM","Background","rural",4.22,50.77,200.00,"BE","SINT PIETERS LEEUW"
"BE0332A","BE","BELGIUM","Background","rural",5.22,51.19,45.00,"BE","MOL"
"BE0333A","BE","BELGIUM","Industrial","suburban",5.24,51.20,45.00,"BE","LOMMEL"
"BE0334A","BE","BELGIUM","Industrial","suburban",5.22,51.19,45.00,"BE","MOL"
"BE0335A","BE","BELGIUM","Background","suburban",5.51,50.62,50.00,"BE","LIEGE"
"BE0336A","BE","BELGIUM","Background","suburban",4.43,51.21,5.00,"BE","ANTWERPEN"
"BE0337A","BE","BELGIUM","Background","suburban",5.51,50.62,50.00,"BE","LIEGE"
"BE0338A","BE","BELGIUM","Background","urban",5.39,50.58,130.00,"BE","ENGIS"
"BE0339A","BE","BELGIUM","Industrial","rural",4.26,51.31,4.00,"BE","BEVEREN-WAAS"
"BE0340A","BE","BELGIUM","Background","rural",5.43,50.96,20.00,"BE","GENK"
"BE0341A","BE","BELGIUM","Background","suburban",5.07,50.75,25.00,"BE","LANDEN"
"BE0345A","BE","BELGIUM","Background","rural",4.22,50.77,20.00,"BE","SINT PIETERS LEEUW"
"BE0346A","BE","BELGIUM","Industrial","suburban",4.38,51.25,6.00,"BE","ANTWERPEN"
"BE0347A","BE","BELGIUM","Industrial","suburban",4.28,51.26,9.00,"BE","BEVEREN-WAAS"
"BE0348A","BE","BELGIUM","Industrial","suburban",4.38,51.28,6.00,"BE","ANTWERPEN"
"BE0349A","BE","BELGIUM","Industrial","suburban",4.35,51.28,7.00,"BE","ANTWERPEN"
"BE0350A","BE","BELGIUM","Background","urban",4.45,50.41,115.00,"BE","CHARLEROI"
"BE0351A","BE","BELGIUM","Traffic","urban",4.35,51.09,10.00,"BE","BOOM"
"BE0352A","BE","BELGIUM","Background","rural",5.61,50.88,70.00,"BE","GELLIK"
"BE0353A","BE","BELGIUM","Industrial","suburban",4.34,51.25,5.00,"BE","ANTWERPEN"
"BE0354A","BE","BELGIUM","Background","rural",3.34,51.35,5.00,"BE","KNOKKE-HEIST"
"BE0355A","BE","BELGIUM","Industrial","suburban",5.54,51.13,59.00,"BE","REPPEL"
"BE0356A","BE","BELGIUM","Industrial","suburban",5.54,51.13,61.00,"BE","REPPEL"
"BE0357A","BE","BELGIUM","Industrial","suburban",4.31,51.16,8.00,"BE","KRUIBEKE"
"BE0358A","BE","BELGIUM","Traffic","suburban",4.42,50.85,77.00,"BE","BRUSSELS"
"BE0359A","BE","BELGIUM","Traffic","suburban",4.43,51.21,5.00,"BE","ANTWERPEN"
"BE0360A","BE","BELGIUM","Background","rural",5.72,50.97,35.00,"BE","MAASMECHELEN"
"BE0361A","BE","BELGIUM","Background","suburban",3.71,51.02,8.00,"BE","GENT"
"BE0362A","BE","BELGIUM","Traffic","urban",4.38,51.15,8.00,"BE","WILRIJK"
"BE0363A","BE","BELGIUM","Background","rural",5.39,51.23,16.00,"BE","OVERPELT"
"BE0364A","BE","BELGIUM","Industrial","suburban",4.35,51.16,16.00,"BE","ANTWERPEN"
"BE0365A","BE","BELGIUM","Background","rural",4.01,50.72,40.00,"BE","HERNE"
"BE0366A","BE","BELGIUM","Background","suburban",4.39,50.89,50.00,"BE","BRUSSELS"
"BE0367A","BE","BELGIUM","Background","suburban",5.61,50.88,70.00,"BE","GELLIK"
"BE0368A","BE","BELGIUM","Industrial","suburban",3.82,51.19,6.00,"BE","ZELZATE"
"BE0369A","BE","BELGIUM","Industrial","suburban",4.34,51.26,6.00,"BE","ANTWERPEN"
"BE0370A","BE","BELGIUM","Industrial","suburban",4.32,51.08,10.00,"BE","RUISBROEK"
"BE0371A","BE","BELGIUM","Background","suburban",4.39,50.89,50.00,"BE","BRUSSELS"
"BE0372A","BE","BELGIUM","Traffic","suburban",4.42,50.85,77.00,"BE","BRUSSELS"
"BE0373A","BE","BELGIUM","Industrial","urban",4.34,51.26,6.00,"BE","ANTWERPEN"
"BE0374A","BE","BELGIUM","Background","suburban",4.31,50.82,20.00,"BE","BRUSSELS"
"BE0375A","BE","BELGIUM","Background","suburban",4.83,50.97,58.00,"BE","AARSCHOT"
"BE0376A","BE","BELGIUM","Traffic","urban",4.43,51.21,5.00,"BE","ANTWERPEN"
"BE0382A","BE","BELGIUM","Industrial","suburban",4.33,51.16,10.00,"BE","HOBOKEN"
"BE0386A","BE","BELGIUM","Background","suburban",4.34,51.17,10.00,"BE","HOBOKEN"
"BE0387A","BE","BELGIUM","Background","suburban",4.34,51.16,16.00,"BE","HOBOKEN"
"BE0388A","BE","BELGIUM","Background","urban",4.33,51.17,10.00,"BE","HOBOKEN"
"BE0389A","BE","BELGIUM","Industrial","urban",4.34,51.17,10.00,"BE","HOBOKEN"
"BE0390A","BE","BELGIUM","Traffic","urban",4.36,50.84,70.00,"BE","BRUSSELS"
"BE0391A","BE","BELGIUM","Traffic","urban",4.33,50.85,15.00,"BE","BRUSSELS"
"BE0392A","BE","BELGIUM","Traffic","suburban",4.37,50.82,70.00,"BE","BRUSSELS"
"BE0393A","BE","BELGIUM","Background","suburban",4.35,50.79,100.00,"BE","BRUSSELS"
"BE0394A","BE","BELGIUM","Industrial","suburban",4.31,50.82,15.00,"BE","BRUSSELS"
"BE0395A","BE","BELGIUM","Traffic","urban",4.34,50.85,15.00,"BE","BRUSSELS"
"BE0396A","BE","BELGIUM","Background","suburban",4.31,50.82,20.00,"BE","BRUSSELS"
"BE0397A","BE","BELGIUM","Background","urban",4.36,51.18,10.00,"BE","HOBOKEN"
"BE0398A","BE","BELGIUM","Background","suburban",4.35,50.79,100.00,"BE","BRUSSELS"
"BE0402A","BE","BELGIUM","Traffic","urban",4.38,50.84,20.00,"BE","BRUSSELS"
"BE0403A","BE","BELGIUM","Background","urban",4.37,50.84,80.00,"BE","BRUSSELS"
"BE0404A","BE","BELGIUM","Background","suburban",4.47,51.00,8.00,"BE","MECHELEN"
"BE0407A","BE","BELGIUM","Background","rural",4.01,50.72,40.00,"BE","HERNE"
"BE0408A","BE","BELGIUM","Traffic","urban",4.46,51.01,12.00,"BE","MECHELEN"
"BE0409A","BE","BELGIUM","Traffic","suburban",4.50,50.91,10.00,"BE","STEENOKKERZEEL"
"BE0410A","BE","BELGIUM","Background","suburban",5.36,50.94,41.00,"BE","HASSELT"
"BE0411A","BE","BELGIUM","Traffic","urban",4.43,51.21,6.00,"BE","ANTWERPEN"
"BE0412A","BE","BELGIUM","Industrial","suburban",3.82,51.19,6.00,"BE","ZELZATE"
"BE0413A","BE","BELGIUM","Industrial","suburban",3.82,51.19,6.00,"BE","ZELZATE"
"BE0414A","BE","BELGIUM","Traffic","urban",3.71,51.02,10.00,"BE","GENT"
"BE0415A","BE","BELGIUM","Traffic","urban",4.46,51.01,12.00,"BE","MECHELEN"
"BE0416A","BE","BELGIUM","Background","suburban",4.47,51.04,12.00,"BE","MECHELEN"
"BE0417A","BE","BELGIUM","Traffic","suburban",5.36,50.94,20.00,"BE","HASSELT"
"BE0418A","BE","BELGIUM","Industrial","suburban",4.82,51.33,30.00,"BE","BEERSE"
"BE0419A","BE","BELGIUM","Background","rural",4.01,50.72,40.00,"BE","HERNE"
"BE0420A","BE","BELGIUM","Industrial","suburban",5.00,51.11,20.00,"BE","LAAKDAL"
"BE0421A","BE","BELGIUM","Industrial","rural",3.30,50.91,44.00,"BE","OOSTROZEBEKE"
"BE0422A","BE","BELGIUM","Traffic","suburban",4.50,50.91,15.00,"BE","STEENOKKERZEEL"
"BE0423A","BE","BELGIUM","Background","suburban",4.51,50.91,15.00,"BE","STEENOKKERZEEL"
"BE0424A","BE","BELGIUM","Background","suburban",5.16,51.09,32.00,"BE","TESSENDERLOO"
"BE0425A","BE","BELGIUM","Industrial","suburban",5.11,51.07,25.00,"BE","TESSENDERLO"
"BE0426A","BE","BELGIUM","Background","rural",3.34,51.36,6.00,"BE","KNOKKE-HEIST"
"BE0427A","BE","BELGIUM","Industrial","suburban",4.34,51.17,13.00,"BE","HOBOKEN"
