COUNTRY_NAME,IND1_DESC,1999,2000,2001,2002,2003
Dominican Republic,"Primary completion rate, total (% of relevant age group)",82,80.2,95.43,NA,NA
Dominican Republic,"School enrollment, primary (% net)",90.76,92.73,97.12,NA,NA
Dominican Republic,"School enrollment, secondary (% net)",39.98,40.21,40.84,NA,NA
East Asia & Pacific,Aid per capita (current US$),5.53,4.78,4.06,3.99,NA
East Asia & Pacific,CO2 emissions (metric tons per capita),2.07,2.08,NA,NA,NA
East Asia & Pacific,Electric power consumption (kwh per capita),698.52,760.28,816.41,NA,NA
East Asia & Pacific,Energy use (kg of oil equivalent per capita),838.93,855.95,854.39,NA,NA
East Asia & Pacific,"Fertility rate, total (births per woman)",NA,2.1,NA,2.05,NA
East Asia & Pacific,GDP (current US$),1.49E+12,1.60E+12,1.68E+12,1.83E+12,2.05E+12
East Asia & Pacific,GDP growth (annual %),5.67,7.1,5.65,6.72,7.73
East Asia & Pacific,"Life expectancy at birth, total (years)",NA,68.98,NA,69.42,NA
East Asia & Pacific,"Literacy rate, adult female (% of females ages 15 and above)",79.16,85.96,NA,NA,NA
East Asia & Pacific,"Literacy rate, adult total (% of people ages 15 and above)",85.57,90.21,NA,NA,NA
East Asia & Pacific,"Mortality rate, infant (per 1,000 live births)",NA,34.25,NA,32.42,NA
East Asia & Pacific,"Mortality rate, under-5 (per 1,000)",NA,44.5,NA,42,NA
East Asia & Pacific,Population growth (annual %),1.1,0.93,0.93,0.89,0.84
East Asia & Pacific,"Population, total",1.79E+09,1.81E+09,1.82E+09,1.84E+09,1.85E+09
East Asia & Pacific,"Primary completion rate, total (% of relevant age group)",NA,NA,100,NA,NA
East Asia & Pacific,"School enrollment, primary (% net)",NA,92.25,NA,NA,NA
Ecuador,Aid per capita (current US$),12.17,11.82,13.74,16.85,NA
Ecuador,CO2 emissions (metric tons per capita),1.9,2.05,NA,NA,NA
Ecuador,Electric power consumption (kwh per capita),629.53,635.1,631.39,NA,NA
Ecuador,Energy use (kg of oil equivalent per capita),609.17,659.34,691.8,NA,NA
Ecuador,"Fertility rate, total (births per woman)",NA,2.9,NA,2.76,NA
Ecuador,GDP (current US$),1.67E+10,1.59E+10,2.10E+10,2.43E+10,2.69E+10
Ecuador,GDP growth (annual %),-6.3,2.8,5.12,3.41,2.57
Ecuador,"Life expectancy at birth, total (years)",NA,69.65,NA,70.41,NA
Ecuador,"Literacy rate, adult female (% of females ages 15 and above)",89.47,89.9,89.7,NA,NA
Ecuador,"Literacy rate, adult total (% of people ages 15 and above)",91.2,91.56,90.98,NA,NA
Ecuador,"Mortality rate, infant (per 1,000 live births)",NA,25,NA,25,NA
Ecuador,"Mortality rate, under-5 (per 1,000)",NA,32,NA,29,NA
Ecuador,Population growth (annual %),1.62,1.52,1.56,1.6,1.63
Ecuador,"Population, total",1.22E+07,1.24E+07,1.26E+07,1.28E+07,1.30E+07
Ecuador,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Ecuador,"Primary completion rate, female (% of relevant age group)",95.99,100.03,99.48,NA,NA
Ecuador,"Primary completion rate, total (% of relevant age group)",95.75,99.41,99.3,NA,NA
Ecuador,"School enrollment, primary (% net)",98.13,99.45,99.5,NA,NA
Ecuador,"School enrollment, secondary (% net)",47.07,48.27,50.01,NA,NA
"Egypt, Arab Rep.",Aid per capita (current US$),25.21,20.76,19.28,19.38,NA
"Egypt, Arab Rep.",CO2 emissions (metric tons per capita),1.97,2.22,NA,NA,NA
"Egypt, Arab Rep.",Electric power consumption (kwh per capita),899.71,975.96,1045.91,NA,NA
"Egypt, Arab Rep.",Energy use (kg of oil equivalent per capita),704.21,725.63,736.64,NA,NA
"Egypt, Arab Rep.","Fertility rate, total (births per woman)",NA,3.28,NA,3.05,NA
"Egypt, Arab Rep.",GDP (current US$),8.91E+10,9.94E+10,9.85E+10,8.99E+10,8.24E+10
"Egypt, Arab Rep.",GDP growth (annual %),6.28,5.11,3.5,3.2,3.2
"Egypt, Arab Rep.","Life expectancy at birth, total (years)",NA,67.82,NA,68.86,NA
"Egypt, Arab Rep.","Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA
"Egypt, Arab Rep.","Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA
"Egypt, Arab Rep.","Mortality rate, infant (per 1,000 live births)",NA,38,NA,33,NA
"Egypt, Arab Rep.","Mortality rate, under-5 (per 1,000)",NA,45,NA,39,NA
"Egypt, Arab Rep.",Population growth (annual %),1.91,1.9,1.86,1.82,1.77
"Egypt, Arab Rep.","Population, total",6.28E+07,6.40E+07,6.52E+07,6.64E+07,6.76E+07
"Egypt, Arab Rep.","Poverty headcount, national (% of population)",NA,16.7,NA,NA,NA
"Egypt, Arab Rep.","Primary completion rate, female (% of relevant age group)",NA,87.96,88.04,89.39,NA
"Egypt, Arab Rep.","Primary completion rate, total (% of relevant age group)",NA,90.35,89.92,90.91,NA
"Egypt, Arab Rep.","School enrollment, primary (% net)",89.93,89.86,NA,NA,NA
"Egypt, Arab Rep.","School enrollment, secondary (% net)",78.76,78.27,NA,NA,NA
El Salvador,Aid per capita (current US$),30.02,28.99,37.65,36.38,NA
El Salvador,CO2 emissions (metric tons per capita),1.08,1.07,NA,NA,NA
El Salvador,Electric power consumption (kwh per capita),571.45,593.65,595.02,NA,NA
El Salvador,Energy use (kg of oil equivalent per capita),640.94,657.59,676.65,NA,NA
El Salvador,"Fertility rate, total (births per woman)",NA,3.1,NA,2.9,NA
El Salvador,GDP (current US$),1.25E+10,1.31E+10,1.38E+10,1.43E+10,1.44E+10
El Salvador,GDP growth (annual %),3.45,2.15,1.68,2.11,1.98
El Salvador,"Life expectancy at birth, total (years)",NA,69.85,NA,70.13,NA
El Salvador,"Literacy rate, adult female (% of females ages 15 and above)",75.44,76.05,76.58,77.13,NA
El Salvador,"Literacy rate, adult total (% of people ages 15 and above)",78.13,78.68,79.16,79.65,NA
El Salvador,"Mortality rate, infant (per 1,000 live births)",NA,34,NA,33,NA
El Salvador,"Mortality rate, under-5 (per 1,000)",NA,40,NA,39,NA
El Salvador,Population growth (annual %),1.67,1.51,1.6,1.7,1.79
El Salvador,"Population, total",6116000,6209000,6309000,6417000,6533000
El Salvador,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
El Salvador,"Primary completion rate, female (% of relevant age group)",NA,86.1,85.53,NA,NA
El Salvador,"Primary completion rate, total (% of relevant age group)",NA,87.17,85.56,NA,NA
El Salvador,"School enrollment, primary (% net)",NA,NA,88.91,NA,NA
El Salvador,"School enrollment, secondary (% net)",NA,NA,45.97,NA,NA
Equatorial Guinea,Aid per capita (current US$),45.16,46.51,26.72,41.97,NA
Equatorial Guinea,CO2 emissions (metric tons per capita),1.45,0.45,NA,NA,NA
Equatorial Guinea,"Fertility rate, total (births per woman)",NA,5.66,NA,5.51,NA
Equatorial Guinea,GDP (current US$),8.72E+08,1.34E+09,1.70E+09,2.12E+09,2.89E+09
Equatorial Guinea,GDP growth (annual %),41.45,15,41,16.2,15.6
Equatorial Guinea,"Life expectancy at birth, total (years)",NA,50.98,NA,51.66,NA
Equatorial Guinea,"Mortality rate, infant (per 1,000 live births)",NA,103,NA,101,NA
Equatorial Guinea,"Mortality rate, under-5 (per 1,000)",NA,156,NA,152,NA
Equatorial Guinea,Population growth (annual %),2.5,2.66,2.59,2.52,2.46
Equatorial Guinea,"Population, total",446000,458000,470000,482000,494000
Equatorial Guinea,"Primary completion rate, female (% of relevant age group)",NA,45.97,45.5,NA,NA
Equatorial Guinea,"Primary completion rate, total (% of relevant age group)",NA,48.83,48.78,NA,NA
Equatorial Guinea,"School enrollment, primary (% net)",NA,87.09,84.61,NA,NA
Equatorial Guinea,"School enrollment, secondary (% net)",26.17,NA,NA,NA,NA
Eritrea,Aid per capita (current US$),37.27,42.96,66.9,53.63,NA
Eritrea,CO2 emissions (metric tons per capita),0.15,0.15,NA,NA,NA
Eritrea,"Fertility rate, total (births per woman)",NA,5.16,NA,4.8,NA
Eritrea,GDP (current US$),7.28E+08,6.41E+08,7.08E+08,6.42E+08,7.34E+08
Eritrea,GDP growth (annual %),-0.01,-13.15,10.22,1.81,5.04
Eritrea,"Life expectancy at birth, total (years)",NA,50.95,NA,51.07,NA
Eritrea,"Mortality rate, infant (per 1,000 live births)",NA,65,NA,59,NA
Eritrea,"Mortality rate, under-5 (per 1,000)",NA,89,NA,80,NA
Eritrea,Population growth (annual %),2.85,2.62,2.46,2.31,2.12
Eritrea,"Population, total",3991000,4097000,4199000,4297000,4389000
Eritrea,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Eritrea,"Primary completion rate, female (% of relevant age group)",30.8,NA,28.56,NA,NA
Eritrea,"Primary completion rate, total (% of relevant age group)",35.4,NA,33.35,NA,NA
Eritrea,"School enrollment, primary (% net)",38.33,39.09,42.51,NA,NA
Eritrea,"School enrollment, secondary (% net)",21.07,20.84,21.28,NA,NA
Estonia,Aid per capita (current US$),60.77,46.59,50.22,50.74,NA
Estonia,CO2 emissions (metric tons per capita),11.63,11.68,NA,NA,NA
Estonia,Electric power consumption (kwh per capita),3461.48,3627.01,3763.93,NA,NA
Estonia,Energy use (kg of oil equivalent per capita),3361.92,3301.46,3443.55,NA,NA
Estonia,"Fertility rate, total (births per woman)",1.23,1.24,NA,1.25,NA
Estonia,GDP (current US$),5.19E+09,5.15E+09,5.60E+09,6.51E+09,8.38E+09
Estonia,GDP growth (annual %),-0.63,7.3,6.46,5.98,4.73
Estonia,"Life expectancy at birth, total (years)",70.59,70.6,NA,70.61,NA
Estonia,"Literacy rate, adult female (% of females ages 15 and above)",99.8,99.8,NA,NA,NA
Estonia,"Literacy rate, adult total (% of people ages 15 and above)",99.78,99.8,NA,NA,NA
Estonia,"Mortality rate, infant (per 1,000 live births)",NA,11,NA,10,NA
Estonia,"Mortality rate, under-5 (per 1,000)",NA,12,NA,12,NA
Estonia,Population growth (annual %),-0.72,-0.44,-0.44,-0.44,-0.59
Estonia,"Population, total",1376000,1370000,1364000,1358000,1350000
Estonia,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Estonia,"Primary completion rate, female (% of relevant age group)",NA,98.48,NA,NA,NA
Estonia,"Primary completion rate, total (% of relevant age group)",NA,103.43,NA,NA,NA
Estonia,"School enrollment, primary (% net)",98.09,97.63,NA,NA,NA
Estonia,"School enrollment, secondary (% net)",91.68,91.7,NA,NA,NA
Ethiopia,Aid per capita (current US$),10.25,10.78,16.96,19.44,NA
Ethiopia,CO2 emissions (metric tons per capita),0.08,0.09,NA,NA,NA
Ethiopia,Electric power consumption (kwh per capita),21.42,22.07,21.83,NA,NA
Ethiopia,Energy use (kg of oil equivalent per capita),290.32,291.33,291.3,NA,NA
Ethiopia,"Fertility rate, total (births per woman)",NA,5.71,NA,5.6,NA
Ethiopia,GDP (current US$),6.50E+09,6.53E+09,6.51E+09,6.06E+09,6.64E+09
Ethiopia,GDP growth (annual %),5.36,5.95,8.82,1.9,-3.89
Ethiopia,"Life expectancy at birth, total (years)",42.38,42.29,NA,42.13,NA
Ethiopia,"Literacy rate, adult female (% of females ages 15 and above)",29.78,31.04,32.41,33.8,NA
Ethiopia,"Literacy rate, adult total (% of people ages 15 and above)",37.96,39.1,40.31,41.5,NA
Ethiopia,"Mortality rate, infant (per 1,000 live births)",NA,116,NA,114,NA
Ethiopia,"Mortality rate, under-5 (per 1,000)",NA,176,NA,171,NA
Ethiopia,Population growth (annual %),2.44,2.39,2.28,2.17,2.05
Ethiopia,"Population, total",6.28E+07,6.43E+07,6.58E+07,6.72E+07,6.86E+07
Ethiopia,"Poverty headcount, national (% of population)",NA,44.2,NA,NA,NA
Ethiopia,"Primary completion rate, female (% of relevant age group)",11.89,18.82,NA,NA,NA
Ethiopia,"Primary completion rate, total (% of relevant age group)",24.1,26.98,30.46,NA,NA
Ethiopia,"School enrollment, primary (% net)",40.16,43.87,46.16,NA,NA
Ethiopia,"School enrollment, secondary (% net)",12.95,12.03,15.21,NA,NA
Europe & Central Asia,Aid per capita (current US$),24.19,22.86,20.65,27.13,NA
Europe & Central Asia,CO2 emissions (metric tons per capita),6.62,6.7,NA,NA,NA
Europe & Central Asia,Electric power consumption (kwh per capita),2680.23,2750.73,2774.12,NA,NA
Europe & Central Asia,Energy use (kg of oil equivalent per capita),2614.96,2653.06,2684.35,NA,NA
Europe & Central Asia,"Fertility rate, total (births per woman)",NA,1.57,NA,1.56,NA
Europe & Central Asia,GDP (current US$),8.73E+11,9.49E+11,9.93E+11,1.13E+12,1.39E+12
Europe & Central Asia,GDP growth (annual %),2.28,6.94,2.89,4.7,6.04
Europe & Central Asia,"Life expectancy at birth, total (years)",NA,68.45,NA,68.59,NA
Europe & Central Asia,"Literacy rate, adult female (% of females ages 15 and above)",95.37,95.75,NA,NA,NA
Europe & Central Asia,"Literacy rate, adult total (% of people ages 15 and above)",96.83,97.14,NA,NA,NA
Europe & Central Asia,"Mortality rate, infant (per 1,000 live births)",NA,31.72,NA,30.75,NA
Europe & Central Asia,"Mortality rate, under-5 (per 1,000)",NA,38.23,NA,36.89,NA
Europe & Central Asia,Population growth (annual %),0.09,0.06,0.04,-0.55,0.06
Europe & Central Asia,"Population, total",4.75E+08,4.75E+08,4.75E+08,4.72E+08,4.73E+08
Europe & Central Asia,"Primary completion rate, total (% of relevant age group)",NA,NA,97,NA,NA
European Monetary Union,CO2 emissions (metric tons per capita),7.99,7.95,NA,NA,NA
European Monetary Union,Electric power consumption (kwh per capita),5540.18,5757.29,5904.24,NA,NA
European Monetary Union,Energy use (kg of oil equivalent per capita),3795.25,3833.66,3904.11,NA,NA
European Monetary Union,"Fertility rate, total (births per woman)",NA,1.46,NA,1.47,NA
European Monetary Union,GDP (current US$),6.67E+12,6.06E+12,6.12E+12,6.65E+12,8.17E+12
European Monetary Union,GDP growth (annual %),2.82,3.5,1.48,0.85,0.46
European Monetary Union,"Life expectancy at birth, total (years)",NA,78.12,NA,78.35,NA
European Monetary Union,"Mortality rate, infant (per 1,000 live births)",NA,5.12,NA,4.37,NA
European Monetary Union,"Mortality rate, under-5 (per 1,000)",NA,5.72,NA,5.63,NA
European Monetary Union,Population growth (annual %),0.31,0.34,0.32,0.3,0.21
European Monetary Union,"Population, total",3.03E+08,3.04E+08,3.05E+08,3.05E+08,3.06E+08
European Monetary Union,"School enrollment, primary (% net)",95.42,99.15,NA,NA,NA
European Monetary Union,"School enrollment, secondary (% net)",89.1,90.02,NA,NA,NA
Faeroe Islands,CO2 emissions (metric tons per capita),14.28,14.19,NA,NA,NA
Faeroe Islands,"Population, total",45400,45700,45900,46100,46300
Fiji,Aid per capita (current US$),43.55,35.86,31.77,41.4,NA
Fiji,CO2 emissions (metric tons per capita),0.91,0.89,NA,NA,NA
Fiji,"Fertility rate, total (births per woman)",NA,2.76,NA,2.6,NA
Fiji,GDP (current US$),1.86E+09,1.65E+09,1.65E+09,1.81E+09,2.25E+09
Fiji,GDP growth (annual %),9.53,-3.17,3.05,4.08,4.99
Fiji,"Life expectancy at birth, total (years)",NA,69.07,NA,69.51,NA
Fiji,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,NA
Fiji,"Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,NA
Fiji,"Mortality rate, infant (per 1,000 live births)",NA,18,NA,17,NA
Fiji,"Mortality rate, under-5 (per 1,000)",NA,22,NA,21,NA
Fiji,Population growth (annual %),1.26,1.36,0.61,0.73,1.45
Fiji,"Population, total",801000,812000,817000,823000,835000
Fiji,"Primary completion rate, female (% of relevant age group)",NA,NA,NA,NA,NA
Fiji,"Primary completion rate, total (% of relevant age group)",NA,NA,NA,NA,NA
Fiji,"School enrollment, primary (% net)",NA,99.43,99.8,NA,NA
Fiji,"School enrollment, secondary (% net)",NA,76.55,76,NA,NA
Finland,CO2 emissions (metric tons per capita),11.02,10.33,NA,NA,NA
Finland,Electric power consumption (kwh per capita),14373.48,14594.35,14899,NA,NA
Finland,Energy use (kg of oil equivalent per capita),6456.92,6379.16,6517.93,NA,NA
Finland,"Fertility rate, total (births per woman)",1.74,1.73,NA,1.73,NA
Finland,GDP (current US$),1.28E+11,1.20E+11,1.22E+11,1.32E+11,1.62E+11
Finland,GDP growth (annual %),3.4,5.53,0.65,1.63,1.9
Finland,"Life expectancy at birth, total (years)",77.26,77.47,77.97,78.01,NA
Finland,"Mortality rate, infant (per 1,000 live births)",NA,4,NA,4,NA
Finland,"Mortality rate, under-5 (per 1,000)",NA,5,NA,5,NA
Finland,Population growth (annual %),0.23,0.14,0.31,0.21,0.21
Finland,"Population, total",5165000,5172000,5188000,5199000,5210000
Finland,"School enrollment, primary (% net)",99.72,99.97,NA,NA,NA
Finland,"School enrollment, secondary (% net)",95.11,94.61,NA,NA,NA
France,CO2 emissions (metric tons per capita),6.23,6.15,NA,NA,NA
France,Electric power consumption (kwh per capita),6391.62,6539.16,6681.57,NA,NA
France,Energy use (kg of oil equivalent per capita),4349.47,4370.66,4486.66,NA,NA
France,"Fertility rate, total (births per woman)",1.79,1.88,1.89,1.88,NA
France,GDP (current US$),1.44E+12,1.31E+12,1.32E+12,1.43E+12,1.75E+12
France,GDP growth (annual %),3.21,3.79,2.1,1.21,0.1
France,"Life expectancy at birth, total (years)",78.51,78.86,79.16,79.16,NA
France,"Mortality rate, infant (per 1,000 live births)",NA,4,NA,4,NA
France,"Mortality rate, under-5 (per 1,000)",NA,6,NA,6,NA
France,Population growth (annual %),0.38,0.46,0.5,0.5,0.4
France,"Population, total",5.86E+07,5.89E+07,5.92E+07,5.95E+07,5.97E+07
France,"School enrollment, primary (% net)",99.99,99.88,NA,NA,NA
France,"School enrollment, secondary (% net)",92.55,92.35,NA,NA,NA
French Polynesia,Aid per capita (current US$),1521.65,1713.15,1638.52,1741.04,NA
French Polynesia,CO2 emissions (metric tons per capita),2.35,2.31,NA,NA,NA
French Polynesia,"Fertility rate, total (births per woman)",NA,2.64,NA,2.5,NA
French Polynesia,GDP (current US$),3.80E+09,3.45E+09,NA,NA,NA
French Polynesia,GDP growth (annual %),4,4,NA,NA,NA
French Polynesia,"Life expectancy at birth, total (years)",NA,72.96,NA,73.68,NA
French Polynesia,Population growth (annual %),1.31,1.72,0.85,1.26,1.24
French Polynesia,"Population, total",231000,235000,237000,240000,243000
French Polynesia,"School enrollment, primary (% net)",NA,NA,NA,NA,NA
French Polynesia,"School enrollment, secondary (% net)",NA,NA,NA,NA,NA
Gabon,Aid per capita (current US$),38.72,9.35,6.81,54.68,NA
Gabon,CO2 emissions (metric tons per capita),3.11,2.78,NA,NA,NA
Gabon,Electric power consumption (kwh per capita),810.57,786.96,813.52,NA,NA
Gabon,Energy use (kg of oil equivalent per capita),1360.16,1275.83,1322.46,NA,NA
Gabon,"Fertility rate, total (births per woman)",NA,4.15,NA,4.05,NA
Gabon,GDP (current US$),4.35E+09,4.93E+09,4.33E+09,4.97E+09,5.61E+09
Gabon,GDP growth (annual %),-6.2,2,2.5,3,3.4
Gabon,"Life expectancy at birth, total (years)",NA,52.72,NA,52.92,NA
Gabon,"Mortality rate, infant (per 1,000 live births)",NA,64,NA,63,NA
Gabon,"Mortality rate, under-5 (per 1,000)",NA,87,NA,85,NA
Gabon,Population growth (annual %),2.47,2.25,2.28,2.15,2.18
Gabon,"Population, total",1230000,1258000,1287000,1315000,1344000
Gabon,"Primary completion rate, female (% of relevant age group)",NA,82.99,92.32,NA,NA
Gabon,"Primary completion rate, total (% of relevant age group)",NA,82.51,92.15,NA,NA
Gabon,"School enrollment, primary (% net)",NA,78.32,NA,NA,NA
"Gambia, The",Aid per capita (current US$),26.43,37.41,39.63,43.59,NA
"Gambia, The",CO2 emissions (metric tons per capita),0.2,0.21,NA,NA,NA
"Gambia, The","Fertility rate, total (births per woman)",NA,4.96,NA,4.8,NA
"Gambia, The",GDP (current US$),4.32E+08,4.21E+08,4.18E+08,3.70E+08,3.86E+08
"Gambia, The",GDP growth (annual %),6.4,5.6,5.8,-3.1,8.8
"Gambia, The","Life expectancy at birth, total (years)",NA,53.28,NA,53.36,NA
"Gambia, The","Mortality rate, infant (per 1,000 live births)",NA,92,NA,91,NA
"Gambia, The","Mortality rate, under-5 (per 1,000)",NA,128,NA,126,NA
"Gambia, The",Population growth (annual %),3.37,3.33,3,2.7,2.28
"Gambia, The","Population, total",1269000,1312000,1352000,1389000,1421000
"Gambia, The","Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
"Gambia, The","Primary completion rate, female (% of relevant age group)",NA,60.08,60.33,NA,NA
"Gambia, The","Primary completion rate, total (% of relevant age group)",NA,70.63,68.56,NA,NA
"Gambia, The","School enrollment, primary (% net)",66.66,72.87,72.87,NA,NA
"Gambia, The","School enrollment, secondary (% net)",22.88,27.46,27.95,NA,NA
Georgia,Aid per capita (current US$),46.28,32.19,57.43,60.37,NA
Georgia,CO2 emissions (metric tons per capita),0.96,1.17,NA,NA,NA
Georgia,Electric power consumption (kwh per capita),1246.55,1219.88,718.22,NA,NA
Georgia,Energy use (kg of oil equivalent per capita),597.66,646.33,461.91,NA,NA
Georgia,"Fertility rate, total (births per woman)",1.07,1.08,NA,1.1,NA
Georgia,GDP (current US$),2.80E+09,3.04E+09,3.20E+09,3.39E+09,3.94E+09
Georgia,GDP growth (annual %),3,1.8,4.7,5.5,8.6
Georgia,"Life expectancy at birth, total (years)",NA,73.03,NA,73.35,NA
Georgia,"Mortality rate, infant (per 1,000 live births)",NA,24,NA,24,NA
Georgia,"Mortality rate, under-5 (per 1,000)",NA,29,NA,29,NA
Georgia,Population growth (annual %),-0.34,-0.51,-0.72,-0.9,-0.99
Georgia,"Population, total",5289000,5262000,5224000,5177000,5126000
Georgia,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Georgia,"Primary completion rate, female (% of relevant age group)",NA,97.41,90.86,NA,NA
Georgia,"Primary completion rate, total (% of relevant age group)",NA,96.86,91.54,NA,NA
Georgia,"School enrollment, primary (% net)",98.14,95.23,90.74,NA,NA
Georgia,"School enrollment, secondary (% net)",NA,NA,NA,NA,NA
Germany,CO2 emissions (metric tons per capita),9.64,9.55,NA,NA,NA
Germany,Electric power consumption (kwh per capita),5689.68,5963.08,6093.17,NA,NA
Germany,Energy use (kg of oil equivalent per capita),4161.49,4177.51,4264.29,NA,NA
Germany,"Fertility rate, total (births per woman)",NA,1.35,NA,1.35,NA
Germany,GDP (current US$),2.11E+12,1.87E+12,1.85E+12,1.98E+12,2.40E+12
Germany,GDP growth (annual %),2.05,2.86,0.57,0.18,0
Germany,"Life expectancy at birth, total (years)",77.43,77.66,NA,78.13,NA
Germany,"Mortality rate, infant (per 1,000 live births)",NA,5,NA,4,NA
Germany,"Mortality rate, under-5 (per 1,000)",NA,5,NA,5,NA
Germany,Population growth (annual %),0.05,0.15,0.15,0.2,0.07
Germany,"Population, total",8.21E+07,8.22E+07,8.23E+07,8.25E+07,8.26E+07
Germany,"School enrollment, primary (% net)",86.26,NA,NA,NA,NA
Germany,"School enrollment, secondary (% net)",87.31,88.32,NA,NA,NA
Ghana,Aid per capita (current US$),33.09,31.75,33.17,32.79,NA
Ghana,CO2 emissions (metric tons per capita),0.3,0.31,NA,NA,NA
Ghana,Electric power consumption (kwh per capita),252.78,320.17,350.14,NA,NA
Ghana,Energy use (kg of oil equivalent per capita),421.07,417.09,421.57,NA,NA
Ghana,"Fertility rate, total (births per woman)",NA,4.27,NA,4.11,NA
Ghana,GDP (current US$),7.71E+09,4.98E+09,5.31E+09,6.16E+09,7.66E+09
Ghana,GDP growth (annual %),4.41,3.7,4.2,4.5,5.2
Ghana,"Life expectancy at birth, total (years)",NA,56.96,NA,54.93,NA
Ghana,"Literacy rate, adult female (% of females ages 15 and above)",61.6,63.17,64.54,65.9,NA
Ghana,"Literacy rate, adult total (% of people ages 15 and above)",70.32,71.6,72.69,73.8,NA
Ghana,"Mortality rate, infant (per 1,000 live births)",NA,62,NA,60,NA
Ghana,"Mortality rate, under-5 (per 1,000)",NA,100,NA,97,NA
Ghana,Population growth (annual %),1.99,1.73,1.71,1.69,1.68
Ghana,"Population, total",1.84E+07,1.89E+07,1.94E+07,1.99E+07,2.04E+07
Ghana,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Ghana,"Primary completion rate, female (% of relevant age group)",NA,55.11,56.51,NA,NA
Ghana,"Primary completion rate, total (% of relevant age group)",63.6,57.06,58.58,NA,NA
Ghana,"School enrollment, primary (% net)",61.79,57.14,60.19,NA,NA
Ghana,"School enrollment, secondary (% net)",31.54,30.25,NA,NA,NA
Greece,CO2 emissions (metric tons per capita),8.2,8.49,NA,NA,NA
Greece,Electric power consumption (kwh per capita),3854.24,4086.27,4204.99,NA,NA
Greece,Energy use (kg of oil equivalent per capita),2526.38,2634.56,2710.23,NA,NA
Greece,"Fertility rate, total (births per woman)",NA,1.32,NA,1.32,NA
Greece,GDP (current US$),1.20E+11,1.12E+11,1.17E+11,1.33E+11,1.73E+11
Greece,GDP growth (annual %),3.6,4.17,4.1,3.95,4.7
Greece,"Life expectancy at birth, total (years)",NA,77.91,NA,78.03,NA
Greece,"Literacy rate, adult female (% of females ages 15 and above)",95.58,95.89,96.05,96.22,NA
Greece,"Literacy rate, adult total (% of people ages 15 and above)",96.96,97.16,97.26,97.37,NA
Greece,"Mortality rate, infant (per 1,000 live births)",NA,5,NA,5,NA
Greece,"Mortality rate, under-5 (per 1,000)",NA,6,NA,5,NA
Greece,Population growth (annual %),0.22,0.21,0.29,0.38,0.46
Greece,"Population, total",1.05E+07,1.06E+07,1.06E+07,1.06E+07,1.07E+07
Greece,"School enrollment, primary (% net)",94.55,94.53,NA,NA,NA
Greece,"School enrollment, secondary (% net)",84.03,84.95,NA,NA,NA
Greenland,CO2 emissions (metric tons per capita),9.62,9.95,NA,NA,NA
Greenland,"Fertility rate, total (births per woman)",NA,2.41,NA,2.43,NA
Greenland,GDP (current US$),NA,NA,NA,NA,NA
Greenland,"Life expectancy at birth, total (years)",NA,67.43,NA,68.86,NA
Greenland,Population growth (annual %),0,0,0,1.77,-1.77
Greenland,"Population, total",56000,56000,56000,57000,56000
Grenada,Aid per capita (current US$),102.58,162.82,112.15,91.4,NA
Grenada,CO2 emissions (metric tons per capita),2.11,2.1,NA,NA,NA
Grenada,"Fertility rate, total (births per woman)",NA,3.24,NA,3,NA
Grenada,GDP (current US$),3.78E+08,4.07E+08,3.98E+08,4.14E+08,4.39E+08
Grenada,GDP growth (annual %),10.07,6.93,-4.7,1.18,2.47
Grenada,"Life expectancy at birth, total (years)",NA,72.49,NA,72.97,NA
Grenada,"Mortality rate, infant (per 1,000 live births)",NA,21,NA,20,NA
Grenada,"Mortality rate, under-5 (per 1,000)",NA,26,NA,25,NA
Grenada,Population growth (annual %),2.06,1.02,1.01,1.98,0.98
Grenada,"Population, total",100700,101400,102632,103501,104614
Grenada,"Primary completion rate, female (% of relevant age group)",NA,NA,113.6,NA,NA
Grenada,"Primary completion rate, total (% of relevant age group)",NA,NA,118.75,NA,NA
Grenada,"School enrollment, primary (% net)",NA,84.19,NA,NA,NA
Grenada,"School enrollment, secondary (% net)",NA,45.52,NA,NA,NA
Guam,CO2 emissions (metric tons per capita),26.78,26.26,NA,NA,NA
Guam,"Fertility rate, total (births per woman)",NA,3.87,NA,3.75,NA
Guam,"Life expectancy at birth, total (years)",NA,77.56,NA,77.84,NA
Guam,Population growth (annual %),1.99,1.95,1.28,1.27,1.87
Guam,"Population, total",152000,155000,157000,159000,162000
Guatemala,Aid per capita (current US$),26.45,23.16,19.4,20.74,NA
Guatemala,CO2 emissions (metric tons per capita),0.86,0.87,NA,NA,NA
Guatemala,Electric power consumption (kwh per capita),358.86,335.44,357.61,NA,NA
