COUNTRY_NAME,IND1_DESC,1999,2000,2001,2002,2003
Qatar,Population growth (annual %),3.42,3.48,2.2,1.99,2.27
Qatar,"Population, total",565000,585000,598000,610000,624000
Qatar,"Primary completion rate, female (% of relevant age group)",NA,NA,NA,NA,NA
Qatar,"Primary completion rate, total (% of relevant age group)",NA,NA,NA,NA,NA
Qatar,"School enrollment, primary (% net)",97.25,95.17,94.45,NA,NA
Qatar,"School enrollment, secondary (% net)",78.91,NA,77.95,NA,NA
Romania,Aid per capita (current US$),17.23,19.27,28.9,31.43,NA
Romania,CO2 emissions (metric tons per capita),3.76,3.85,NA,NA,NA
Romania,Electric power consumption (kwh per capita),1510.51,1512.77,1619.69,NA,NA
Romania,Energy use (kg of oil equivalent per capita),1621.6,1618.59,1644.1,NA,NA
Romania,"Fertility rate, total (births per woman)",1.3,1.31,NA,1.32,NA
Romania,GDP (current US$),3.56E+10,3.71E+10,4.02E+10,4.57E+10,6.04E+10
Romania,GDP growth (annual %),-1.2,0.6,5.3,4.3,7.58
Romania,"Life expectancy at birth, total (years)",69.81,69.86,NA,69.96,NA
Romania,"Literacy rate, adult female (% of females ages 15 and above)",97.11,97.29,97.42,96.27,NA
Romania,"Literacy rate, adult total (% of people ages 15 and above)",98.02,98.13,98.22,97.3,NA
Romania,"Mortality rate, infant (per 1,000 live births)",NA,19,NA,19,NA
Romania,"Mortality rate, under-5 (per 1,000)",NA,22,NA,21,NA
Romania,Population growth (annual %),-0.2,-0.1,-0.12,-0.48,-0.45
Romania,"Population, total",2.25E+07,2.24E+07,2.24E+07,2.23E+07,2.22E+07
Romania,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Romania,"Primary completion rate, female (% of relevant age group)",NA,91.17,88.79,94.14,NA
Romania,"Primary completion rate, total (% of relevant age group)",NA,91.05,88.78,94.4,NA
Romania,"School enrollment, primary (% net)",93.2,92.78,NA,NA,NA
Romania,"School enrollment, secondary (% net)",75.92,79.59,NA,NA,NA
Russian Federation,Aid per capita (current US$),13.3,10.75,7.68,9.03,NA
Russian Federation,CO2 emissions (metric tons per capita),9.65,9.86,NA,NA,NA
Russian Federation,Electric power consumption (kwh per capita),4050.45,4180.73,4269.61,NA,NA
Russian Federation,Energy use (kg of oil equivalent per capita),4121.63,4218.21,4292.51,NA,NA
Russian Federation,"Fertility rate, total (births per woman)",1.17,1.21,NA,1.28,NA
Russian Federation,GDP (current US$),1.96E+11,2.60E+11,3.07E+11,3.46E+11,4.33E+11
Russian Federation,GDP growth (annual %),6.4,10,5.1,4.7,7.3
Russian Federation,"Life expectancy at birth, total (years)",66,65.34,NA,65.85,NA
Russian Federation,"Literacy rate, adult female (% of females ages 15 and above)",99.37,99.42,99.45,99.47,NA
Russian Federation,"Literacy rate, adult total (% of people ages 15 and above)",99.52,99.55,99.57,99.59,NA
Russian Federation,"Mortality rate, infant (per 1,000 live births)",NA,18,NA,18,NA
Russian Federation,"Mortality rate, under-5 (per 1,000)",NA,21,NA,21,NA
Russian Federation,Population growth (annual %),-0.4,-0.52,-0.55,-0.47,-0.45
Russian Federation,"Population, total",1.46E+08,1.46E+08,1.45E+08,1.44E+08,1.43E+08
Russian Federation,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Russian Federation,"Primary completion rate, female (% of relevant age group)",NA,NA,NA,NA,NA
Russian Federation,"Primary completion rate, total (% of relevant age group)",NA,NA,98.75,NA,NA
Russian Federation,"School enrollment, primary (% net)",NA,NA,NA,NA,NA
Rwanda,Aid per capita (current US$),49.81,41.77,37.63,43.63,NA
Rwanda,CO2 emissions (metric tons per capita),0.08,0.07,NA,NA,NA
Rwanda,"Fertility rate, total (births per woman)",NA,5.9,NA,5.7,NA
Rwanda,GDP (current US$),1.93E+09,1.81E+09,1.70E+09,1.71E+09,1.64E+09
Rwanda,GDP growth (annual %),7.58,5.97,6.72,9.38,3.19
Rwanda,"Life expectancy at birth, total (years)",39.99,39.94,NA,39.84,NA
Rwanda,"Literacy rate, adult female (% of females ages 15 and above)",58.75,60.39,61.86,63.37,NA
Rwanda,"Literacy rate, adult total (% of people ages 15 and above)",65.53,66.85,68.04,69.24,NA
Rwanda,"Mortality rate, infant (per 1,000 live births)",NA,118,NA,118,NA
Rwanda,"Mortality rate, under-5 (per 1,000)",NA,203,NA,203,NA
Rwanda,Population growth (annual %),2.82,2.86,2.86,2.86,1.07
Rwanda,"Population, total",7492000,7709000,7933000,8163000,8251000
Rwanda,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Rwanda,"Primary completion rate, female (% of relevant age group)",NA,19.19,24.43,NA,NA
Rwanda,"Primary completion rate, total (% of relevant age group)",NA,20.04,24.72,NA,NA
Rwanda,"School enrollment, primary (% net)",96.1,NA,NA,NA,NA
Rwanda,"School enrollment, secondary (% net)",NA,NA,NA,NA,NA
Samoa,Aid per capita (current US$),135.41,159.13,247.53,214.55,NA
Samoa,CO2 emissions (metric tons per capita),0.82,0.81,NA,NA,NA
Samoa,"Fertility rate, total (births per woman)",NA,4.25,NA,4,NA
Samoa,GDP (current US$),2.32E+08,2.37E+08,2.44E+08,2.64E+08,3.23E+08
Samoa,GDP growth (annual %),2.58,6.93,6.2,1.78,3.1
Samoa,"Life expectancy at birth, total (years)",NA,69.08,NA,69.43,NA
Samoa,"Literacy rate, adult female (% of females ages 15 and above)",98.21,98.3,98.38,98.39,NA
Samoa,"Literacy rate, adult total (% of people ages 15 and above)",98.56,98.62,98.67,98.68,NA
Samoa,"Mortality rate, infant (per 1,000 live births)",NA,21,NA,20,NA
Samoa,"Mortality rate, under-5 (per 1,000)",NA,26,NA,25,NA
Samoa,Population growth (annual %),0.59,1.17,1.16,1.14,1.13
Samoa,"Population, total",170000,172000,174000,176000,178000
Samoa,"Primary completion rate, female (% of relevant age group)",NA,102.95,102.95,NA,NA
Samoa,"Primary completion rate, total (% of relevant age group)",NA,105.85,105.85,NA,NA
Samoa,"School enrollment, primary (% net)",91.92,92.66,94.93,NA,NA
Samoa,"School enrollment, secondary (% net)",67.4,65.96,60.98,NA,NA
San Marino,"Mortality rate, infant (per 1,000 live births)",NA,6,NA,4,NA
San Marino,"Mortality rate, under-5 (per 1,000)",NA,6,NA,6,NA
San Marino,"Population, total",26000,26900,27300,27700,28100
Sao Tome and Principe,Aid per capita (current US$),189.86,236.28,253.51,168.9,NA
Sao Tome and Principe,CO2 emissions (metric tons per capita),0.61,0.59,NA,NA,NA
Sao Tome and Principe,"Fertility rate, total (births per woman)",NA,4.47,NA,4.35,NA
Sao Tome and Principe,GDP (current US$),4.69E+07,4.65E+07,4.69E+07,5.02E+07,5.37E+07
Sao Tome and Principe,GDP growth (annual %),2.5,3,4,4.1,4.5
Sao Tome and Principe,"Life expectancy at birth, total (years)",NA,65.05,NA,65.79,NA
Sao Tome and Principe,"Mortality rate, infant (per 1,000 live births)",NA,NA,NA,75,NA
Sao Tome and Principe,"Mortality rate, under-5 (per 1,000)",NA,NA,NA,118,NA
Sao Tome and Principe,Population growth (annual %),2.09,2.05,2.01,1.97,1.93
Sao Tome and Principe,"Population, total",145000,148000,151000,154000,157000
Sao Tome and Principe,"Primary completion rate, female (% of relevant age group)",NA,89.2,93,NA,NA
Sao Tome and Principe,"Primary completion rate, total (% of relevant age group)",NA,91.68,94.28,NA,NA
Sao Tome and Principe,"School enrollment, primary (% net)",NA,NA,97.13,NA,NA
Saudi Arabia,Aid per capita (current US$),1.43,1.49,1.27,1.23,NA
Saudi Arabia,CO2 emissions (metric tons per capita),16.44,18.06,NA,NA,NA
Saudi Arabia,Electric power consumption (kwh per capita),4709.77,4911.79,5116.84,NA,NA
Saudi Arabia,Energy use (kg of oil equivalent per capita),4458.31,5081.46,5195.49,NA,NA
Saudi Arabia,"Fertility rate, total (births per woman)",NA,5.46,NA,5.3,NA
Saudi Arabia,GDP (current US$),1.61E+11,1.89E+11,1.83E+11,1.88E+11,NA
Saudi Arabia,GDP growth (annual %),-0.75,4.86,1.31,1.02,NA
Saudi Arabia,"Life expectancy at birth, total (years)",NA,72.51,NA,73.11,NA
Saudi Arabia,"Literacy rate, adult female (% of females ages 15 and above)",65.41,66.89,68.17,69.45,NA
Saudi Arabia,"Literacy rate, adult total (% of people ages 15 and above)",75.21,76.23,77.06,77.88,NA
Saudi Arabia,"Mortality rate, infant (per 1,000 live births)",NA,24,NA,23,NA
Saudi Arabia,"Mortality rate, under-5 (per 1,000)",NA,29,NA,28,NA
Saudi Arabia,Population growth (annual %),2.57,2.57,2.68,2.78,2.89
Saudi Arabia,"Population, total",2.02E+07,2.07E+07,2.13E+07,2.19E+07,2.25E+07
Saudi Arabia,"Primary completion rate, female (% of relevant age group)",NA,72.59,65.62,NA,NA
Saudi Arabia,"Primary completion rate, total (% of relevant age group)",NA,74.89,65.95,NA,NA
Saudi Arabia,"School enrollment, primary (% net)",58.16,58.63,58.88,NA,NA
Saudi Arabia,"School enrollment, secondary (% net)",54.19,51.79,52.91,NA,NA
Senegal,Aid per capita (current US$),57.66,44.43,42.24,44.85,NA
Senegal,CO2 emissions (metric tons per capita),0.44,0.44,NA,NA,NA
Senegal,Electric power consumption (kwh per capita),114.46,120.57,129.71,NA,NA
Senegal,Energy use (kg of oil equivalent per capita),318.5,323.82,325.46,NA,NA
Senegal,"Fertility rate, total (births per woman)",NA,5.1,NA,4.9,NA
Senegal,GDP (current US$),4.75E+09,4.37E+09,4.61E+09,5.04E+09,6.50E+09
Senegal,GDP growth (annual %),5,5.58,5.57,1.14,6.45
Senegal,"Life expectancy at birth, total (years)",NA,52.31,NA,52.31,NA
Senegal,"Literacy rate, adult female (% of females ages 15 and above)",26.8,27.71,28.71,29.75,NA
Senegal,"Literacy rate, adult total (% of people ages 15 and above)",36.47,37.37,38.3,39.25,NA
Senegal,"Mortality rate, infant (per 1,000 live births)",NA,80,NA,79,NA
Senegal,"Mortality rate, under-5 (per 1,000)",NA,139,NA,138,NA
Senegal,Population growth (annual %),2.35,2.32,2.27,2.25,2.21
Senegal,"Population, total",9287300,9530000,9767780,1.00E+07,1.00E+07
Senegal,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Senegal,"Primary completion rate, female (% of relevant age group)",NA,39.41,42.55,44.05,NA
Senegal,"Primary completion rate, total (% of relevant age group)",NA,46.19,48.05,48.57,NA
Senegal,"School enrollment, primary (% net)",60.75,62.48,57.9,NA,NA
Serbia and Montenegro,Aid per capita (current US$),63.6,106.68,122.76,236.66,NA
Serbia and Montenegro,CO2 emissions (metric tons per capita),3.72,NA,NA,NA,NA
Serbia and Montenegro,Energy use (kg of oil equivalent per capita),1279.7,1354.14,1507.93,NA,NA
Serbia and Montenegro,"Fertility rate, total (births per woman)",NA,1.71,NA,1.74,NA
Serbia and Montenegro,GDP (current US$),9.84E+09,8.60E+09,1.16E+10,1.57E+10,1.92E+10
Serbia and Montenegro,GDP growth (annual %),-18.09,5.1,5.5,3.99,3
Serbia and Montenegro,"Life expectancy at birth, total (years)",NA,72.46,NA,72.69,NA
Serbia and Montenegro,"Mortality rate, infant (per 1,000 live births)",NA,17,NA,16,NA
Serbia and Montenegro,"Mortality rate, under-5 (per 1,000)",NA,20,NA,19,NA
Serbia and Montenegro,Population growth (annual %),0.11,0.04,0.13,-26.64,NA
Serbia and Montenegro,"Population, total",1.06E+07,1.06E+07,1.07E+07,8160000,8104000
Serbia and Montenegro,"Primary completion rate, female (% of relevant age group)",NA,NA,NA,NA,NA
Serbia and Montenegro,"Primary completion rate, total (% of relevant age group)",NA,96.11,NA,NA,NA
Serbia and Montenegro,"School enrollment, primary (% net)",75.97,74.91,NA,NA,NA
Serbia and Montenegro,"School enrollment, secondary (% net)",NA,NA,NA,NA,NA
Seychelles,Aid per capita (current US$),162.54,225.31,166.25,95.23,NA
Seychelles,CO2 emissions (metric tons per capita),2.69,2.8,NA,NA,NA
Seychelles,"Fertility rate, total (births per woman)",NA,2.09,NA,2.09,NA
Seychelles,GDP (current US$),6.23E+08,6.18E+08,6.18E+08,6.99E+08,7.20E+08
Seychelles,GDP growth (annual %),1.87,4.83,-2.21,0.31,-5.08
Seychelles,"Life expectancy at birth, total (years)",NA,72.34,NA,72.95,NA
Seychelles,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,NA,NA,92.31
Seychelles,"Literacy rate, adult total (% of people ages 15 and above)",NA,NA,NA,NA,91.86
Seychelles,"Mortality rate, infant (per 1,000 live births)",NA,13,NA,12,NA
Seychelles,"Mortality rate, under-5 (per 1,000)",NA,17,NA,16,NA
Seychelles,Population growth (annual %),1.26,1.24,1.23,2.41,1.18
Seychelles,"Population, total",80410,81131,81202,82436.08,83688.91
Seychelles,"School enrollment, primary (% net)",99.26,99.13,99.37,NA,NA
Seychelles,"School enrollment, secondary (% net)",98.46,98.28,NA,NA,NA
Sierra Leone,Aid per capita (current US$),14.92,36.26,67.21,67.5,NA
Sierra Leone,CO2 emissions (metric tons per capita),0.11,0.11,NA,NA,NA
Sierra Leone,"Fertility rate, total (births per woman)",NA,5.78,NA,5.59,NA
Sierra Leone,GDP (current US$),6.69E+08,6.36E+08,7.49E+08,7.83E+08,7.93E+08
Sierra Leone,GDP growth (annual %),-8.08,3.81,5.4,6.3,6.5
Sierra Leone,"Life expectancy at birth, total (years)",NA,37.33,NA,37.37,NA
Sierra Leone,"Mortality rate, infant (per 1,000 live births)",NA,167,NA,165,NA
Sierra Leone,"Mortality rate, under-5 (per 1,000)",NA,286,NA,284,NA
Sierra Leone,Population growth (annual %),2.09,1.99,2.01,1.97,1.93
Sierra Leone,"Population, total",4932000,5031000,5133000,5235000,5337000
Sierra Leone,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Sierra Leone,"Primary completion rate, total (% of relevant age group)",NA,32,NA,NA,NA
Singapore,Aid per capita (current US$),-0.28,0.28,0.23,1.78,NA
Singapore,CO2 emissions (metric tons per capita),14.4,14.7,NA,NA,NA
Singapore,Electric power consumption (kwh per capita),6640.94,6948.23,7178.41,NA,NA
Singapore,Energy use (kg of oil equivalent per capita),5675.35,6120.21,7058.34,NA,NA
Singapore,"Fertility rate, total (births per woman)",1.48,1.44,1.41,1.37,NA
Singapore,GDP (current US$),8.14E+10,9.15E+10,8.49E+10,8.83E+10,9.13E+10
Singapore,GDP growth (annual %),6.42,9.41,-2.37,3.29,1.09
Singapore,"Life expectancy at birth, total (years)",77.55,77.95,78.35,NA,NA
Singapore,"Literacy rate, adult female (% of females ages 15 and above)",87.78,88.65,NA,NA,NA
Singapore,"Literacy rate, adult total (% of people ages 15 and above)",91.91,92.55,NA,NA,NA
Singapore,"Mortality rate, infant (per 1,000 live births)",NA,4,NA,3,NA
Singapore,"Mortality rate, under-5 (per 1,000)",NA,4,NA,4,NA
Singapore,Population growth (annual %),0.74,1.66,2.77,0.8,2.04
Singapore,"Population, total",3952000,4018000,4131000,4164000,4250000
Singapore,"School enrollment, primary (% net)",NA,NA,NA,NA,NA
Singapore,"School enrollment, secondary (% net)",NA,NA,NA,NA,NA
Slovak Republic,Aid per capita (current US$),59.13,20.97,30.54,35.2,NA
Slovak Republic,CO2 emissions (metric tons per capita),7.18,6.57,NA,NA,NA
Slovak Republic,Electric power consumption (kwh per capita),4216.31,4082.73,4359.92,NA,NA
Slovak Republic,Energy use (kg of oil equivalent per capita),3217.79,3240.22,3479.64,NA,NA
Slovak Republic,"Fertility rate, total (births per woman)",1.33,1.32,NA,1.3,NA
Slovak Republic,GDP (current US$),2.04E+10,2.02E+10,2.09E+10,2.42E+10,3.19E+10
Slovak Republic,GDP growth (annual %),1.47,2.04,3.79,4.4,4.21
Slovak Republic,"Life expectancy at birth, total (years)",72.93,73.05,NA,73.3,NA
Slovak Republic,"Literacy rate, adult female (% of females ages 15 and above)",NA,NA,99.7,NA,NA
Slovak Republic,"Literacy rate, adult total (% of people ages 15 and above)",NA,NA,99.68,NA,NA
Slovak Republic,"Mortality rate, infant (per 1,000 live births)",NA,8,NA,8,NA
Slovak Republic,"Mortality rate, under-5 (per 1,000)",NA,9,NA,9,NA
Slovak Republic,Population growth (annual %),0.07,-0.07,-0.22,0,0.04
Slovak Republic,"Population, total",5395000,5391000,5379000,5379000,5381000
Slovak Republic,"Primary completion rate, female (% of relevant age group)",NA,NA,NA,NA,NA
Slovak Republic,"Primary completion rate, total (% of relevant age group)",NA,NA,NA,NA,NA
Slovak Republic,"School enrollment, primary (% net)",NA,89.37,NA,NA,NA
Slovak Republic,"School enrollment, secondary (% net)",NA,74.87,NA,NA,NA
Slovenia,Aid per capita (current US$),15.63,30.6,63.52,87.04,NA
Slovenia,CO2 emissions (metric tons per capita),7.26,7.34,NA,NA,NA
Slovenia,Electric power consumption (kwh per capita),5217.02,5289.59,5534.65,NA,NA
Slovenia,Energy use (kg of oil equivalent per capita),3220.04,3288.59,3458.78,NA,NA
Slovenia,"Fertility rate, total (births per woman)",1.21,1.19,NA,1.15,NA
Slovenia,GDP (current US$),2.01E+10,1.90E+10,1.95E+10,2.20E+10,2.63E+10
Slovenia,GDP growth (annual %),5.07,4.54,2.86,2.95,2.26
Slovenia,"Life expectancy at birth, total (years)",74.93,75.26,NA,75.91,NA
Slovenia,"Literacy rate, adult female (% of females ages 15 and above)",99.6,99.61,99.62,99.62,NA
Slovenia,"Literacy rate, adult total (% of people ages 15 and above)",99.63,99.64,99.65,99.65,NA
Slovenia,"Mortality rate, infant (per 1,000 live births)",NA,5,NA,4,NA
Slovenia,"Mortality rate, under-5 (per 1,000)",NA,5,NA,5,NA
Slovenia,Population growth (annual %),0.15,0.15,-0.61,-0.66,0
Slovenia,"Population, total",1986000,1989000,1977000,1964000,1964000
Slovenia,"Primary completion rate, female (% of relevant age group)",NA,NA,NA,NA,NA
Slovenia,"Primary completion rate, total (% of relevant age group)",NA,NA,NA,NA,NA
Slovenia,"School enrollment, primary (% net)",93.26,93.38,NA,NA,NA
Slovenia,"School enrollment, secondary (% net)",90.94,96.07,NA,NA,NA
Solomon Islands,Aid per capita (current US$),97.28,163.25,136.52,59.39,NA
Solomon Islands,CO2 emissions (metric tons per capita),0.4,0.39,NA,NA,NA
Solomon Islands,"Fertility rate, total (births per woman)",NA,5.4,NA,5.26,NA
Solomon Islands,GDP (current US$),3.15E+08,2.91E+08,2.93E+08,2.50E+08,2.57E+08
Solomon Islands,GDP growth (annual %),-1.31,-13.41,-9.98,-2.7,3.8
Solomon Islands,"Life expectancy at birth, total (years)",NA,68.57,NA,69.27,NA
Solomon Islands,"Mortality rate, infant (per 1,000 live births)",NA,21,NA,20,NA
Solomon Islands,"Mortality rate, under-5 (per 1,000)",NA,25,NA,24,NA
Solomon Islands,Population growth (annual %),2.73,2.66,2.82,2.75,3.11
Solomon Islands,"Population, total",408000,419000,431000,443000,457000
Solomon Islands,"Primary completion rate, female (% of relevant age group)",NA,NA,NA,NA,NA
Solomon Islands,"Primary completion rate, total (% of relevant age group)",NA,NA,NA,NA,NA
Somalia,Aid per capita (current US$),13.6,11.91,16.6,20.79,NA
Somalia,CO2 emissions (metric tons per capita),NA,NA,NA,NA,NA
Somalia,"Fertility rate, total (births per woman)",NA,7.07,NA,6.95,NA
Somalia,GDP (current US$),NA,NA,NA,NA,NA
Somalia,GDP growth (annual %),NA,NA,NA,NA,NA
Somalia,"Life expectancy at birth, total (years)",NA,47.18,NA,47.36,NA
Somalia,"Mortality rate, infant (per 1,000 live births)",NA,133,NA,133,NA
Somalia,"Mortality rate, under-5 (per 1,000)",NA,225,NA,225,NA
Somalia,Population growth (annual %),3.4,3.41,3.35,3.29,3.24
Somalia,"Population, total",8428000,8720000,9017000,9319000,9626000
Somalia,"School enrollment, primary (% net)",NA,NA,NA,NA,NA
Somalia,"School enrollment, secondary (% net)",NA,NA,NA,NA,NA
South Africa,Aid per capita (current US$),12.61,11.08,9.56,14.48,NA
South Africa,CO2 emissions (metric tons per capita),7.75,7.44,NA,NA,NA
South Africa,Electric power consumption (kwh per capita),3703.68,3643.14,3792.71,NA,NA
South Africa,Energy use (kg of oil equivalent per capita),2547.21,2474.43,2404.22,NA,NA
South Africa,"Fertility rate, total (births per woman)",NA,2.88,NA,2.8,NA
South Africa,GDP (current US$),1.31E+11,1.28E+11,1.14E+11,1.06E+11,1.60E+11
South Africa,GDP growth (annual %),2.03,3.51,2.68,3.56,1.85
South Africa,"Life expectancy at birth, total (years)",48.47,47.81,NA,46.48,NA
South Africa,"Literacy rate, adult female (% of females ages 15 and above)",84.14,84.56,84.95,85.34,NA
South Africa,"Literacy rate, adult total (% of people ages 15 and above)",84.85,85.24,85.61,85.98,NA
South Africa,"Mortality rate, infant (per 1,000 live births)",NA,50,NA,52,NA
South Africa,"Mortality rate, under-5 (per 1,000)",NA,63,NA,65,NA
South Africa,Population growth (annual %),2.41,2.48,1.83,1.18,-0.11
South Africa,"Population, total",4.29E+07,4.40E+07,4.48E+07,4.53E+07,4.53E+07
South Africa,"Primary completion rate, female (% of relevant age group)",NA,90.96,NA,NA,NA
South Africa,"Primary completion rate, total (% of relevant age group)",NA,90.1,NA,NA,NA
South Africa,"School enrollment, primary (% net)",90.26,89.65,89.53,NA,NA
South Africa,"School enrollment, secondary (% net)",62.29,61.97,NA,NA,NA
South Asia,Aid per capita (current US$),3.23,3.13,4.28,4.72,NA
South Asia,CO2 emissions (metric tons per capita),0.91,0.9,NA,NA,NA
South Asia,Electric power consumption (kwh per capita),322.4,323.64,330.79,NA,NA
South Asia,Energy use (kg of oil equivalent per capita),458.74,468.73,468.82,NA,NA
South Asia,"Fertility rate, total (births per woman)",NA,3.3,NA,3.15,NA
South Asia,GDP (current US$),5.81E+11,5.97E+11,6.15E+11,6.49E+11,7.56E+11
South Asia,GDP growth (annual %),6.43,4.21,4.68,4.32,7.43
South Asia,"Life expectancy at birth, total (years)",NA,62.44,NA,62.98,NA
South Asia,"Literacy rate, adult female (% of females ages 15 and above)",43.28,44.18,NA,NA,NA
South Asia,"Literacy rate, adult total (% of people ages 15 and above)",55.03,55.78,59.34,NA,NA
South Asia,"Mortality rate, infant (per 1,000 live births)",NA,71.12,NA,67.86,NA
South Asia,"Mortality rate, under-5 (per 1,000)",NA,99.48,NA,95.08,NA
South Asia,Population growth (annual %),1.83,1.8,1.75,1.71,1.66
South Asia,"Population, total",1.33E+09,1.35E+09,1.38E+09,1.40E+09,1.42E+09
South Asia,"Primary completion rate, total (% of relevant age group)",NA,NA,78,NA,NA
South Asia,"School enrollment, primary (% net)",84.1,81.81,NA,NA,NA
South Asia,"School enrollment, secondary (% net)",NA,NA,NA,NA,NA
Spain,CO2 emissions (metric tons per capita),6.87,6.99,NA,NA,NA
Spain,Electric power consumption (kwh per capita),4409.03,4653.31,4933.3,NA,NA
Spain,Energy use (kg of oil equivalent per capita),2945.85,3069.43,3127.14,NA,NA
Spain,"Fertility rate, total (births per woman)",1.2,1.24,1.24,1.28,NA
Spain,GDP (current US$),6.02E+11,5.61E+11,5.83E+11,6.53E+11,8.36E+11
Spain,GDP growth (annual %),4.2,4.18,2.67,2.01,2.4
Spain,"Life expectancy at birth, total (years)",NA,78.15,NA,78.31,NA
Spain,"Literacy rate, adult female (% of females ages 15 and above)",96.59,96.76,96.89,97.02,NA
Spain,"Literacy rate, adult total (% of people ages 15 and above)",97.51,97.63,97.72,97.81,NA
Spain,"Mortality rate, infant (per 1,000 live births)",NA,6,NA,5,NA
Spain,"Mortality rate, under-5 (per 1,000)",NA,6,NA,6,NA
Spain,Population growth (annual %),0.87,0.74,0.58,0.45,0.45
Spain,"Population, total",4.02E+07,4.05E+07,4.07E+07,4.09E+07,4.11E+07
Spain,"School enrollment, primary (% net)",99.72,99.72,NA,NA,NA
Spain,"School enrollment, secondary (% net)",90.02,92.56,NA,NA,NA
Sri Lanka,Aid per capita (current US$),14.45,14.96,16.7,18.1,NA
Sri Lanka,CO2 emissions (metric tons per capita),0.47,0.55,NA,NA,NA
Sri Lanka,Electric power consumption (kwh per capita),266.97,293.28,285.13,NA,NA
Sri Lanka,Energy use (kg of oil equivalent per capita),415.2,437.65,422.97,NA,NA
Sri Lanka,"Fertility rate, total (births per woman)",NA,2.12,NA,2.1,NA
Sri Lanka,GDP (current US$),1.57E+10,1.63E+10,1.57E+10,1.66E+10,1.85E+10
Sri Lanka,GDP growth (annual %),4.3,6,-1.55,3.95,5.5
Sri Lanka,"Life expectancy at birth, total (years)",NA,72.99,NA,73.8,NA
Sri Lanka,"Literacy rate, adult female (% of females ages 15 and above)",88.56,88.97,89.3,89.62,NA
Sri Lanka,"Literacy rate, adult total (% of people ages 15 and above)",91.35,91.63,91.86,92.08,NA
Sri Lanka,"Mortality rate, infant (per 1,000 live births)",NA,17,NA,16,NA
Sri Lanka,"Mortality rate, under-5 (per 1,000)",NA,20,NA,19,NA
Sri Lanka,Population growth (annual %),1.51,1.41,1.42,1.25,1.18
Sri Lanka,"Population, total",1.82E+07,1.85E+07,1.87E+07,1.90E+07,1.92E+07
Sri Lanka,"Poverty headcount, national (% of population)",NA,NA,NA,NA,NA
Sri Lanka,"Primary completion rate, female (% of relevant age group)",NA,NA,103.32,NA,NA
Sri Lanka,"Primary completion rate, total (% of relevant age group)",NA,NA,108.06,NA,NA
St. Kitts and Nevis,Aid per capita (current US$),110.74,88.29,230.31,612.5,NA
St. Kitts and Nevis,CO2 emissions (metric tons per capita),2.43,NA,NA,NA,NA
St. Kitts and Nevis,"Fertility rate, total (births per woman)",NA,2.22,NA,2.11,NA
St. Kitts and Nevis,GDP (current US$),3.05E+08,3.29E+08,3.44E+08,3.56E+08,3.70E+08
St. Kitts and Nevis,GDP growth (annual %),3.52,4.12,3.32,2.08,2.42
St. Kitts and Nevis,"Life expectancy at birth, total (years)",NA,70.82,NA,71.34,NA
St. Kitts and Nevis,"Mortality rate, infant (per 1,000 live births)",NA,21,NA,20,NA
St. Kitts and Nevis,"Mortality rate, under-5 (per 1,000)",NA,25,NA,24,NA
St. Kitts and Nevis,Population growth (annual %),2.35,2.3,2.25,2.2,2.15
St. Kitts and Nevis,"Population, total",42260,44286,46111,46710,46710
St. Kitts and Nevis,"School enrollment, primary (% net)",NA,95.52,NA,NA,NA
St. Kitts and Nevis,"School enrollment, secondary (% net)",NA,90.94,NA,NA,NA
St. Lucia,Aid per capita (current US$),166.82,70.39,102.71,210.7,NA
St. Lucia,CO2 emissions (metric tons per capita),2.1,NA,NA,NA,NA
St. Lucia,"Fertility rate, total (births per woman)",2.1,2,NA,2.1,NA
St. Lucia,GDP (current US$),6.69E+08,6.83E+08,6.54E+08,6.77E+08,6.93E+08
St. Lucia,GDP growth (annual %),1.03,0.12,-5.96,2.52,1.7
St. Lucia,"Life expectancy at birth, total (years)",71.3,71.76,NA,73.71,NA
St. Lucia,"Mortality rate, infant (per 1,000 live births)",NA,17,NA,17,NA
St. Lucia,"Mortality rate, under-5 (per 1,000)",NA,19,NA,19,NA
St. Lucia,Population growth (annual %),1.31,1.29,1.27,1.26,1.24
St. Lucia,"Population, total",153703,155996,158018,159133,160588
St. Lucia,"School enrollment, secondary (% net)",NA,70.39,70.47,NA,NA
St. Vincent and the Grenadines,Aid per capita (current US$),146.16,55.09,79.25,43.79,NA
St. Vincent and the Grenadines,CO2 emissions (metric tons per capita),1.44,NA,NA,NA,NA
St. Vincent and the Grenadines,"Fertility rate, total (births per woman)",NA,2.14,NA,2.1,NA
St. Vincent and the Grenadines,GDP (current US$),3.31E+08,3.36E+08,3.49E+08,3.61E+08,3.71E+08
St. Vincent and the Grenadines,GDP growth (annual %),4.08,1.96,0.96,2.18,2.8
St. Vincent and the Grenadines,"Life expectancy at birth, total (years)",NA,72.92,NA,72.93,NA
St. Vincent and the Grenadines,"Mortality rate, infant (per 1,000 live births)",NA,21,NA,22,NA
